	g__Acidaminococcus	g__Acinetobacter	g__Actinobacillus	g__Actinomyces	g__Aggregatibacter	g__Akkermansia	g__Alistipes	g__Allobaculum	g__Anaerostipes	g__Anaerotruncus	g__Atopobium	g__Bacteroides	g__Bifidobacterium	g__Bilophila	g__Blautia	g__Butyricicoccus	g__Butyricimonas	g__Candidatus Solibacter	g__Christensenella	g__Clostridium	g__Collinsella	g__Coprococcus	g__Corynebacterium	g__Cronobacter	g__Delftia	g__Desulfovibrio	g__Dialister	g__Dorea	g__Eggerthella	g__Eikenella	g__Enterobacter	g__Enterococcus	g__Erwinia	g__Escherichia	g__Eubacterium	g__Faecalibacterium	g__Fusobacterium	g__Gemella	g__Granulicatella	g__Haemophilus	g__Holdemania	g__Kingella	g__Klebsiella	g__Lachnospira	g__Lactobacillus	g__Leptotrichia	g__Leuconostoc	g__Megamonas	g__Megasphaera	g__Mogibacterium	g__Morganella	g__Neisseria	g__Nitrosotalea	g__Odoribacter	g__Oribacterium	g__Oscillospira	g__Parabacteroides	g__Paraprevotella	g__Parvimonas	g__Peptostreptococcus	g__Phascolarctobacterium	g__Plesiomonas	g__Prevotella	g__Proteus	g__Pseudomonas	g__Pseudoramibacter_Eubacterium	g__Roseburia	g__Ruminococcus	g__Sarcina	g__Selenomonas	g__Serratia	g__Shigella	g__SMB53	g__Sphingomonas	g__Streptococcus	g__Sutterella	g__Turicibacter	g__Veillonella	g__Weissella	g__Zea
g__Atopobium	-0.11271659761207	0.189826598519226	0.00268680991541527	0.486409593142696	-0.283591551419548	0.16361917697415	-0.128519208417385	0.167738462540706	-0.0789773441119378	-0.447070344053604	1	-0.340725759791467	-0.0725480600442718	-0.15747405404057	-0.415594964185946	-0.162455307030521	-0.387381354241078	-0.202460868016948	-0.293680281799309	0.0659546441946721	-0.0804157453661539	-0.445415973013875	0.341424855770576	-0.232991298996969	0.261420355314589	0.144620334617535	0.0795751024870888	-0.104775449692036	-0.177359913972244	-0.246395631098625	0.0946729060658991	0.283803734726849	-0.0113919643419912	0.29863242688327	0.116970259300408	-0.0891372841391503	0.160102780461366	0.066871310725707	0.477719516009463	0.00104378020210758	-0.293255020595574	0.0719535295807392	0.0900883361017095	-0.430025992851458	0.0837204057084913	-0.00375198840593109	0.0893687447003243	-0.072592871355675	0.0360757172055627	0.385214767468965	0.554023750575871	0.255985147749987	0.0667062168859367	-0.371073709024739	0.345842870545745	-0.364537395204963	-0.100858680426226	-0.246295607048252	-0.0765435705176573	-0.0929734213172254	-0.351047624308049	-0.179216246638628	0.000852944127387748	0.0721448656384111	-0.0163235585871697	-0.111942394473407	-0.232031997080225	0.144226043083942	0.115968188877969	0.0587138869918187	0.413813010260185	0.348638234527696	0.161235939473182	0.323651111087579	0.539099063192189	-0.302716806124917	0.0724595994605874	0.163347439432032	0.368900190293862	0.36918366030183
g__Bacteroides	0.297013453911077	-0.401564313241534	0.207797151188455	-0.291097693474956	0.217286312703243	-0.217224633538895	-0.0443667555415176	-0.150746812529701	-0.160495356912261	0.0350572253925171	-0.340725759791467	1	0.530853078354925	0.30664524260756	-0.0472403767465966	0.374940111589598	0.0332382784719145	0.148941955440036	0.0748880799901365	0.0194590088962894	0.16022041101848	0.103268943372866	-0.43106870130128	0.111602460836818	-0.204810889874219	0.195983895097657	0.0223238340024974	0.0249934281141048	0.358503921655711	0.146764827402696	-0.0804314488043839	-0.283057576703209	-0.157041368513104	-0.451143705034674	-0.146007588722917	0.206016493822468	-0.127757185928736	-0.378096304369548	-0.434253946210595	0.0987648799220951	0.058913543913485	-0.265801406827963	-0.0362610438796192	-0.0151424344148847	0.0976390964660317	-0.287281868524025	-0.328168600040279	0.208558725552675	0.29583159574096	0.0694813240942405	-0.0852765216491728	-0.0743083457897217	0.175493969872637	0.343948652221788	-0.0418515030829454	0.312205088246028	0.707704484277166	-0.135176907297994	0.269017097424988	0.148135864254405	0.377196314713128	0.00693769093855661	0.185916276274533	0.0898474965771509	-0.302570550203551	0.134873394572811	-0.0190199352411108	0.289716468335052	-0.229821418357802	-0.00305736313711742	-0.474382207613762	-0.0952347479449804	0.192293054506691	-0.272594262299546	-0.450653697963206	0.216448331847467	0.166772629994979	-0.223166321820414	-0.397316145447761	-0.460138707385686
g__Bifidobacterium	0.417774113237087	-0.0566291186933116	0.0191986102455801	0.211106382864398	-0.233408363536684	0.044497183852157	0.0167060237066018	-0.203639906340384	0.101183007770115	0.0640030518452075	-0.0725480600442718	0.530853078354925	1	-0.225272292825173	0.135024272000901	0.376375065166959	-0.133087595825809	0.0179182982045051	0.254868829639707	-0.180878364740282	0.18735608010956	0.11866550212555	-0.18931605021952	-0.00871303568554147	0.139863450032542	0.122882428026353	-0.0201807879843872	0.171433196477277	0.115650438331147	-0.242407341343663	-0.131296221985573	0.00816486929368646	-0.0542179662377797	-0.186227309369868	0.0505840621068658	0.208218903816164	-0.369308493837343	-0.239236624384034	-0.198862967252548	-0.220076359741959	-0.152216757517402	-0.106114700019926	-0.167492715862576	0.22869173539218	0.334798301180476	-0.342749093499132	-0.152803473036663	-0.0275814751425618	0.0408629337318569	0.0103994708268309	-0.0665762445173335	-0.151025625377343	0.345413958628067	0.0194668152094241	-0.115484839102587	0.202622466667144	0.249501055623687	-0.122861670998711	-0.00741502780103988	-0.0397554725599373	0.0621539390232444	-0.18394037083276	0.129022584347613	-0.130928947729778	-0.089576439274399	0.122351491236725	0.220281166458403	0.310055419191526	-0.257341440330365	-0.0835480935750529	-0.0902727452752173	0.00507903652029077	0.0326128310867416	0.0862938978950777	-0.269054460446015	0.151953358778971	0.0326267409226572	-0.258614297449469	-0.028839007184598	-0.136673971782596
g__Bilophila	0.012772200109697	-0.258941923828105	0.186715594553904	-0.338116863848018	0.364714328027674	-0.288075855059631	0.420109767921223	-0.0652667996886632	-0.187391678442769	0.170324960254051	-0.15747405404057	0.30664524260756	-0.225272292825173	1	0.18715617342149	-0.216525638508705	0.211522769604776	-0.157877352195912	0.0278796116896484	0.0733261161642985	0.19477849344449	0.274514633720169	-0.194795480396596	-0.182574507763471	-0.0823848414159776	0.13665296867995	-0.138940436132019	0.133684194978502	0.241877190062275	0.137579924533686	-0.0565975629183344	-0.362391049985523	-0.131096584400315	-0.501686558741187	-0.219441727038575	0.177885470594656	0.00898983023061437	-0.111675153247641	-0.0859460756285242	0.0220617676410634	0.42068917997495	-0.299637681076022	-0.143728965998222	-0.168971337323592	-0.266409917846369	-0.0896969706667769	-0.0865422820350878	0.321424628819429	0.284643166975878	-0.0242087456552444	-0.0879570615747723	0.0366534854473873	-0.0209042701257824	0.604123797665835	0.367355884489421	0.308758714969444	0.571714972620816	0.144768362894772	0.31938431404119	0.298825145506711	0.557243802438567	-0.0860298722853197	0.0338245644799026	-0.176989940054129	-0.117652431597789	0.0198475997231698	-0.0159081777846471	0.084942529794252	-0.0600278800904873	-0.138146774748457	-0.494513214487967	-0.363875992661567	-0.13028768906011	-0.123561187957795	-0.238669004070466	0.0600595982693537	-0.154180190054071	-0.348709060341594	-0.548653175617739	-0.303653065001779
g__Blautia	0.0798960271569358	0.00309696550556181	-0.00790740957624636	-0.223159827425624	-0.0520107523355502	0.297239279402134	0.167958607732333	-0.110061398131504	0.166045727544543	0.255689151964234	-0.415594964185946	-0.0472403767465966	0.135024272000901	0.18715617342149	1	0.143614075794861	0.0236952210205815	0.10029512440928	0.144045510446472	0.156304907109763	0.018105503723515	0.553271967623342	0.223767761230113	-0.108242347741322	-0.0667163764304854	-0.0967864744724414	0.158278110953578	0.659824776751317	0.235195415371475	-0.0621847413142019	0.032374467156039	0.0101740904474345	0.210331860492926	-0.14891146122996	0.325174005341041	0.0550417804956197	-0.244199584799386	-0.141137942895368	-0.230995596726648	-0.26189864127475	0.321080343770843	-0.252191702250832	-0.166939959757091	0.463191482600662	-0.409586354009242	0.0951638177204353	0.105665958494714	-0.13839260179721	-0.165016822555957	-0.357175082303927	-0.501058662067235	0.146859718108432	-0.0421553531713873	0.0854722444598156	-0.0845393902237025	0.610409286322914	-0.0671851897153801	0.271032953143263	-0.0722945027435927	-0.287711578957472	0.0945036899563711	0.0219771342660973	-0.000853528723545065	-0.363067815621099	0.00731807482194005	0.130207704399545	0.413078481112203	-0.105322627031905	0.0805684532272441	-0.134232741952698	-0.229063187478716	-0.294282246537997	-0.331252868540324	-0.136760297388137	-0.259902519650805	-0.214476161345114	-0.128364024374647	-0.20946990968611	-0.102932389964117	0.126553886500196
g__Butyricicoccus	0.274578028303581	-0.191370107209213	0.128944113449189	0.101463317523898	-0.173583579493885	0.151073182756883	-0.268894060941529	-0.084873328492223	0.0502172324617995	-0.154165006550322	-0.162455307030521	0.374940111589598	0.376375065166959	-0.216525638508705	0.143614075794861	1	0.0541352587075135	0.402125239581625	-0.102279947661436	0.247899341717814	0.159648917699015	0.180065343831759	-0.117092292076705	-0.0523012040521927	0.0667382055710971	-0.0652830145609574	0.334569649490444	0.34194653615292	0.359052291065167	-0.0606689579620079	-0.279616168482176	-0.0744012662351163	-0.139069383775754	-0.191866230364162	0.131180859005039	0.0949725606285101	0.0116887386335765	-0.253424292337782	-0.427266549566185	-0.172503440506036	0.0124383054166204	-0.0355947343885492	-0.251047666900779	0.178130568892742	-0.0287256131007427	0.00539571317455531	-2.12520020299676e-05	-0.113857931824447	-0.0320307623371568	-0.0989688562179182	-0.108079921254368	-0.0389167349782328	0.187587170695975	-0.363591563989922	-0.160599454713808	0.156795788348061	0.065422714977835	-0.283343292888755	-0.0456087539091781	-0.223121316403011	0.00205276638208306	-0.0579448121558571	0.255900877585964	-0.0828493918691106	-0.0703620831258115	0.0651279401861732	-0.0311035507765414	0.257456638988038	0.271423277075595	-0.075714946792585	-0.129638327768165	0.145081140108172	0.324759733579115	-0.0978058948740685	-0.219502078599185	0.156780767526515	0.385466427820578	-0.133210470736809	0.0100560008281816	0.0208089653601116
g__Butyricimonas	-0.0594747312950353	-0.138583064642466	-0.0367203535621682	-0.254729646072008	0.275988534869916	-0.205459409901446	0.446057544498988	-0.360716517929219	0.178355071047026	0.409643806318021	-0.387381354241078	0.0332382784719145	-0.133087595825809	0.211522769604776	0.0236952210205815	0.0541352587075135	1	0.15378088635594	0.41050145015313	-0.0140043004360881	0.419666234054241	0.408387469456558	-0.247151983334011	-0.0286287271101503	-0.0968050029784663	-0.328564498415773	-0.269523519530755	0.0220934808934459	0.0510471256757714	0.161004278761451	-0.169509990504907	-0.462041550167764	-0.194101828150929	-0.355894808718603	-0.0633839219939355	0.124748763347747	0.224968592683984	0.0213580803180027	-0.28279817841327	-0.177229070921456	0.484435795820082	-0.0469574914768266	-0.0893471144452857	0.207514660611884	0.00986055729695423	-0.0667172845174823	-0.0439195304439583	0.21431108885419	-0.0663884148710927	-0.212484553804123	-0.509215562017432	-0.259641891428608	-0.327849535375425	0.232918391157943	-0.0281587230062811	0.195655963841508	-0.000960586534378869	0.483244686707648	0.162087606592418	-0.00779080015664097	0.286466423271	0.221896456230377	0.1696952840949	0.063938127787293	-0.00802200916152384	-0.0925929490875672	0.116966165521162	0.217848855024515	-0.063378962174215	-0.0219887187342783	-0.399901763018995	-0.276635826882806	0.262984447763079	-0.224030164542574	-0.0811679569782583	0.219124778132285	0.192819154017688	-0.217527640232421	-0.325570842539675	-0.343576821495217
g__Candidatus Solibacter	0.111229156540575	-0.0290752206349766	-0.171516997383539	0.0463940340523918	0.113766794385503	-0.107506441138071	-0.191623685183684	-0.112010415782618	-0.032536124019594	0.0715814813583035	-0.202460868016948	0.148941955440036	0.0179182982045051	-0.157877352195912	0.10029512440928	0.402125239581625	0.15378088635594	1	-0.122288751787379	0.156063842003209	0.101346463564095	0.313795067788795	0.028620333368707	0.193787338759846	-0.140933289654084	-0.127593136698199	-0.0452124158232729	0.254370213554082	0.325457318677609	0.148292458544773	0.10297507479786	-0.0662276551095815	0.142990997742799	0.0555932732155753	-0.0677917009578646	-0.293915558635453	0.182705948070224	-0.194169965506895	-0.359962436862088	-0.063667001968158	-0.00205530856455704	0.155174239213047	0.169597315180038	-0.0116974276104618	-0.0521359729225561	-0.0828476380561003	-0.0777135564530333	-0.200302121754107	-0.0507113162339817	-0.110583890403819	-0.185214530274719	-0.0292559976026059	-0.0182726862886283	-0.222644144280659	-0.0678366984571234	0.102246697751843	0.0166672875147172	0.0096580758541253	-0.130766156113924	-0.221355844304062	0.119231571940136	0.40881197488712	0.0116996892351114	0.213795912781003	0.000345360617111589	-0.145519006609251	-0.0736421077632309	0.039954243422209	-0.00568487048084199	0.196334653162566	-0.0188111895803421	-0.0361644604219085	0.0811020250720803	-0.149679824061536	-0.162797118470758	0.0417605944295053	0.0987802698271719	0.0645878768828687	-0.0697913991145359	-0.0547134859210293
g__Christensenella	0.00353679902095653	0.0393323846655962	-0.0257315478573025	-0.0687252827871082	-0.152551700550709	-0.185251817183369	0.517846098126347	-0.140657414328862	0.163633774163109	0.555433125039848	-0.293680281799309	0.0748880799901365	0.254868829639707	0.0278796116896484	0.144045510446472	-0.102279947661436	0.41050145015313	-0.122288751787379	1	-0.245968466908107	0.316138346137752	0.197079179821481	-0.211749058117013	-0.0900598905308544	0.135573323306602	-0.162436657000539	-0.058201528688541	0.0447927539552529	-0.197116869697898	-0.124141397670596	-0.308806546927886	-0.105476736816932	-0.246951586012513	-0.256985000384122	0.240311980347846	0.274596448781301	-0.389203485141631	-0.043041567124407	-0.0817501258780075	-0.38366991487642	0.267776254328579	-0.0989124197487861	-0.232535668289297	0.307185211617016	0.0924758350473547	0.0523995102345269	0.170483606511521	0.0171906219765166	-0.152096179028591	-0.13728393530312	-0.290800563472394	-0.124120039559825	-0.235715729609739	0.2780006382319	-0.234522767086783	0.195908724959101	0.0812964637612358	0.452940577839047	-0.0588569559489595	0.0425570836657505	0.137433184944661	-0.216674891919983	0.206320077847011	-0.191270834296209	0.139213436392245	0.152398077371873	0.330687988309588	0.239933087386108	-0.253678504530371	-0.138474008679288	-0.171696567865867	-0.0928749251145955	0.00545194423036497	0.125234612614017	0.0196696805307527	0.164841542176778	0.0338360713036774	-0.36824953418498	-0.0522601575754685	-0.171650289781585
g__Clostridium	0.223191179323876	-0.0358633642652153	-0.186337396452748	-0.0460349160024612	-0.201938032688268	0.201290425154393	-0.216330987260239	-0.0898004397319403	0.0405001682127112	-0.223834621393518	0.0659546441946721	0.0194590088962894	-0.180878364740282	0.0733261161642985	0.156304907109763	0.247899341717814	-0.0140043004360881	0.156063842003209	-0.245968466908107	1	0.182639878426758	0.0156701959686358	0.348685113931676	0.0331100159309398	0.0493168955016955	0.0430469288769705	0.372866971645473	-0.0524495362446581	0.169162212026294	-0.163527457656409	-0.047755775121665	-0.169200804481142	0.0155963728348148	0.188424775913641	-0.124301957704596	-0.147268799941341	0.421639926418118	-0.373494425399475	0.0937113119473582	-0.381866223377139	0.087721009575305	-0.248874827722927	0.021441918800507	-0.215996497088579	-0.20211739141188	0.131157934883677	0.13848484783308	0.244916658795613	0.431772024559442	0.206829862777998	-0.162993870477897	0.360985466868116	0.0830337620623574	-0.408232654710184	0.129619768696077	-0.0517168164274635	0.243273745516786	-0.244633965897283	-0.305887695000857	-0.36457206414502	-0.348670125374937	0.102480681798359	0.201183769129514	0.0628683348758292	-0.0150119468661788	0.114011115637488	-0.100480222364186	0.0159557050997888	0.156913295688616	0.155793536382589	-0.0776393432181754	0.301848894638552	-0.077605977059605	-0.0187558174784871	0.0633513038633574	-0.438285177772542	-0.135124334281876	-0.0704024074540437	0.274980223483461	0.180884159909867
g__Collinsella	0.257816753336778	-0.0770254703205781	-0.133948082507417	-0.0982974275268743	-0.274959118391092	-0.213664214825712	0.035151471189857	-0.14198648411275	0.320662098250371	0.172744531568653	-0.0804157453661539	0.16022041101848	0.18735608010956	0.19477849344449	0.018105503723515	0.159648917699015	0.419666234054241	0.101346463564095	0.316138346137752	0.182639878426758	1	0.408354712409338	-0.195482955105537	0.0602284610987014	0.0708603189319236	-0.150930034795278	-0.151732121878285	0.131283309221138	-0.236081268755623	-0.155149788363378	-0.29392562541278	-0.393870867394766	-0.243869966291333	-0.452701287551904	-0.187247542764621	0.0273495029854739	0.177389054709479	-0.37011903059448	-0.281831009951217	-0.274026079305532	0.0889469912467086	-0.00904708362305264	-0.233224011800604	0.138175040373491	0.259012156675843	-0.0252626981408256	-0.143584324604124	0.322254804467472	0.275033286836383	-0.41974335189231	-0.0646232108285055	-0.0397401112415299	0.0437677798726245	0.0270631069868108	-0.253027380293148	0.104748337812675	0.261866452465207	0.009635037404672	-0.192700905678101	-0.180464551027445	0.247411953269612	0.0686226701312575	0.534009416076286	-0.0957700117639408	0.0267812567889106	-0.319051539957037	0.464228167778808	0.230452466967364	-0.0278601831923386	0.214560093084523	-0.00866888295692636	-0.214312852552772	0.0843081852685834	-0.0454560078724448	-0.288296518032392	0.109228012118119	-0.0349515899348723	-0.122315154437016	-0.350501661264504	-0.315726015423764
g__Coprococcus	0.0333984496912665	-0.216981258993692	-0.0973355645957913	-0.362771039030797	-0.0396160247362047	0.15235682405489	0.165137060843149	-0.180904226671414	0.429493596051336	0.395905501639371	-0.445415973013875	0.103268943372866	0.11866550212555	0.274514633720169	0.553271967623342	0.180065343831759	0.408387469456558	0.313795067788795	0.197079179821481	0.0156701959686358	0.408354712409338	1	-0.110541039535135	-0.0171813440039879	-0.250890868533329	0.0353957653359063	-0.276512783575435	0.272115791271311	-0.01054942112495	-0.147017996902246	0.1227300626469	-0.158726180198769	0.331401732973376	-0.278756104537526	-0.0169495894414262	-0.116450975313076	0.0490313803893623	-0.269409578502823	-0.526925969707554	-0.12077051295018	0.116644436095691	-0.300509004949008	0.139432673001848	0.311001651992731	-0.0173101859010441	-0.119441668239304	-0.209656435611982	0.086008641517547	-0.0119917891202923	-0.443701665553444	-0.524715228148624	-0.110555020009574	0.0795185979651205	0.160937490702672	-0.203413421905575	0.523613371267001	-0.00922084198242633	0.341499859318363	-0.1817554633808	-0.214603020220968	0.433021281947787	0.24064272397698	0.132452969976765	-0.101733128413945	-0.235475239436873	-0.385061179753775	0.547500007421009	0.0588920490603295	-0.0466991994015041	-0.0241937134093213	-0.277656785806587	-0.521561314657974	-0.0169020339264573	-0.359315313545818	-0.408503037832247	0.2244543826953	0.139570586404353	-0.234810477551921	-0.556893460337022	-0.30698915714121
g__Corynebacterium	-0.061333584134923	0.231130213641669	-0.206472188315143	0.265396309104533	-0.0816836773507267	0.29258568871828	0.00835689777961508	-0.102271516304512	0.137219484676535	-0.115381985237627	0.341424855770576	-0.43106870130128	-0.18931605021952	-0.194795480396596	0.223767761230113	-0.117092292076705	-0.247151983334011	0.028620333368707	-0.211749058117013	0.348685113931676	-0.195482955105537	-0.110541039535135	1	-0.0919906250768063	0.0965094497191076	-0.147157366309539	0.291894338088837	0.151849640596153	0.161396095014071	-0.195824020951659	0.189062186331553	0.366009269974036	0.258499264822869	0.479622923666749	0.188092086637889	-0.117225522848855	0.0558623742859564	-0.0975678690556449	0.273359091244769	-0.256427525820309	0.107131632620035	-0.105770221740514	0.137807232447563	-0.183858578127538	-0.372752113110136	0.000899878430637793	0.210333015946486	-0.278475298190651	-0.113075419393815	0.207933322211827	-0.0892068475643046	0.434909608878869	-0.157807992636404	-0.394515578449256	0.269999865562103	0.0769231433015277	-0.242949001122267	0.0204656330826708	-0.187643946676398	-0.228016873092881	-0.460760874636507	0.0123086549930359	-0.0814040087135301	-0.0449774211796993	0.0853556275490497	0.0965057986264869	-0.051988401983668	-0.0775989967648597	0.10624893187195	-0.00369172303450603	0.178807262450648	0.221362351542375	-0.093691431191362	0.124281114100086	0.303132460500279	-0.576320213711498	-0.0151203879796982	0.0620244847449623	0.426342440145674	0.594072064469161
g__Cronobacter	-0.0400436006380501	0.0925204509367547	-0.120578971810229	-0.338418628415628	0.217375115692429	-0.0650143954615015	-0.305821534963294	-0.0731659189890923	-0.179313303732776	0.167489660941347	-0.232991298996969	0.111602460836818	-0.00871303568554147	-0.182574507763471	-0.108242347741322	-0.0523012040521927	-0.0286287271101503	0.193787338759846	-0.0900598905308544	0.0331100159309398	0.0602284610987014	-0.0171813440039879	-0.0919906250768063	1	-0.0975817561214045	-0.0922626605600219	-0.17641531591392	-0.143667000610136	0.113056838222235	0.301020392786798	0.304372594394845	-0.00545155673489802	0.245183868725931	0.306498723102624	-0.0418842921715191	-0.299740739485924	0.152861274187201	-0.018171509038661	-0.245389533157731	0.1962172383177	-0.103938885735916	0.212224710604128	0.262570688742061	0.00879895136710983	0.137656271720944	0.0641940132256311	-0.0685576964962226	0.030525037831203	0.00690915484068768	-0.105654883599185	0.00471560653165194	0.0172137951012419	0.134981946057704	-0.00755730566270246	-0.204303595981958	-0.272743973550757	0.16914952961686	-0.0348439888916529	-0.114251981680547	0.0164410729034815	-0.0134703173640625	0.367108438686261	0.159869887126557	0.0816846754737052	0.0655902171233208	-0.0784142338180172	0.0541840817165418	-0.405528270827771	-0.170895279618239	0.504167447687124	0.0912477154915181	0.118224954645735	-0.07302066249852	-0.136381538546065	-0.176132604381251	0.0511705278941751	-0.193828466675616	0.292821999769237	0.134953814817425	-0.000681973871835881
g__Delftia	0.236140117613991	0.548517463391966	-0.185449726501725	0.384218367530413	-0.292814264828757	0.0839326751559161	0.16350117370716	0.0146065459345496	-0.0800953238405163	-0.0619043346859963	0.261420355314589	-0.204810889874219	0.139863450032542	-0.0823848414159776	-0.0667163764304854	0.0667382055710971	-0.0968050029784663	-0.140933289654084	0.135573323306602	0.0493168955016955	0.0708603189319236	-0.250890868533329	0.0965094497191076	-0.0975817561214045	1	0.0682806327865977	-0.042693142531779	0.043261128654486	-0.0053645694023856	-0.191944031877909	-0.201172946641579	0.0215720548793028	-0.202463617156804	0.143625878053692	0.0486615368058846	0.0888652651647948	-0.173828685994909	0.174226146092321	0.282821983483841	-0.467507199686431	-0.0446802103620367	0.221922498629731	-0.279825192334845	-0.16012368119002	0.193180221470631	-0.147212843569837	0.249414308487019	-0.107101554107565	0.0994415295360558	0.194503070054269	0.11040621660005	0.0548465460898298	0.077795439261626	-0.164304676560749	0.103150780169814	-0.283439534062795	0.0509386279234712	0.0492290076088344	-0.238242267359586	-0.132934534941613	-0.0893436473845317	-0.202192998944393	0.0586599520483281	-0.343095624202984	0.45646920275992	0.17198536143136	-0.218055934561312	0.281604184034593	-0.126588613628004	-0.192318671652946	0.104645010387642	0.290451813094639	-0.0615159690295403	0.688982645206173	0.303257830759801	0.0305188751378693	-0.174813619800505	-0.385455620468263	0.305932504243532	0.301493120568748
g__Desulfovibrio	0.0451894931165673	-0.0934515549899839	0.0474894085094215	-0.0931008190179821	-0.229268395169033	0.0754858089457098	-0.128539270868631	0.171950539357876	0.0414934651340539	-0.244763200633828	0.144620334617535	0.195983895097657	0.122882428026353	0.13665296867995	-0.0967864744724414	-0.0652830145609574	-0.328564498415773	-0.127593136698199	-0.162436657000539	0.0430469288769705	-0.150930034795278	0.0353957653359063	-0.147157366309539	-0.0922626605600219	0.0682806327865977	1	-0.191485301672363	-0.1741639247169	-0.161066596318326	-0.185179498435807	0.435377298240722	0.177424331487426	0.339050041065438	0.0879449532196439	-0.13820905856496	-0.0074770745076186	-0.16742756628098	-0.061676141488671	0.119017766757399	0.0179338913059173	-0.183587051155279	-0.153752948901145	0.412886931655319	-0.252841777110803	0.195705414161779	-0.237086310601872	-0.091381507150608	0.224792253463952	0.497800921320514	0.298430196811977	0.255046923579016	-0.11681159482903	0.181296929866995	-0.065705888526812	-0.0315029249162799	-0.186163037348919	0.292622181342014	0.018960332732651	-0.148593878286784	-0.0147471941931019	0.165349526868169	0.0349498721464363	-0.234664464684158	0.340417333596063	-0.172361858770208	-0.195176169784332	-0.130179197919071	0.0630886262287968	-0.19711129561715	-0.16970469339812	0.172355426841374	-0.0971881796552686	-0.177821233872105	0.202638507018663	0.0986189425356289	0.0684141784256479	-0.215659678993755	-0.0690707003924391	-0.0957074311275639	-0.0707318563861007
g__Dialister	-0.0653367241963488	-0.0541789915906243	-0.00243922268358203	0.21477104868091	-0.137865597281509	0.0890925315564324	-0.269199338008886	0.174198492235106	0.0622532898674039	-0.31827294269474	0.0795751024870888	0.0223238340024974	-0.0201807879843872	-0.138940436132019	0.158278110953578	0.334569649490444	-0.269523519530755	-0.0452124158232729	-0.058201528688541	0.372866971645473	-0.151732121878285	-0.276512783575435	0.291894338088837	-0.17641531591392	-0.042693142531779	-0.191485301672363	1	0.179511476960553	0.0916582551346798	-0.19368115290146	-0.147077506689106	0.200416038871429	-0.130726616033276	0.0568994766491842	0.240338670196635	0.166296097751079	-0.16767763495957	-0.0431981372418124	0.128617323204936	-0.168500298287656	0.0444477960582781	-0.213194533806285	-0.171661139804247	0.203784617253425	-0.216440130327268	0.360997421477046	0.182722445883726	-0.103056785941226	-0.0330454522392139	0.10819068113459	0.0556653540805729	0.273580177883727	0.0377452449737449	-0.246397877066918	0.068146884770494	0.268172013063117	-0.0572440301057408	-0.392732144968951	-0.11148172537696	0.246911753209575	-0.443005936356846	-0.308827195550836	-0.0794737992516159	-0.0585211533226187	0.0795748237045373	0.305091367901663	0.134071879568801	0.0600383962479024	0.446228416010899	-0.0683947234664783	0.0105797212477762	0.355453006713034	-0.0188193760276212	0.00161472723483177	0.10399682601785	-0.339932991307634	0.191157608183549	0.152960382312768	0.306163598567333	0.229747628544017
g__Dorea	0.026331095308558	0.105723868635306	0.13589921024902	0.0149454945519249	-0.0461941601081013	0.0965094521495791	0.107818488058403	-0.246089441834091	-0.0904908621233739	0.120779854328395	-0.104775449692036	0.0249934281141048	0.171433196477277	0.133684194978502	0.659824776751317	0.34194653615292	0.0220934808934459	0.254370213554082	0.0447927539552529	-0.0524495362446581	0.131283309221138	0.272115791271311	0.151849640596153	-0.143667000610136	0.043261128654486	-0.1741639247169	0.179511476960553	1	0.397154184408918	0.0935027103027057	-0.0564907484936808	-0.0943208239704728	0.0404652776917169	-0.281679533947	0.454332753808377	0.120125006580684	-0.274553723540932	-0.116626665216029	-0.276709951919777	-0.247105921557794	0.346340590466881	-0.00382059065797919	-0.36168005719759	0.275260270558388	-0.369492834437909	0.0122947847036917	0.040335338239285	-0.327143577569925	-0.318362573054821	-0.281775146386136	-0.239291051555355	0.00279994399195554	-0.243063824340319	0.0818197641954174	-0.0722043519170336	0.567819239619486	0.00802508891043104	0.151027006529527	-0.00531824488270756	-0.184316459567695	0.256372808463048	0.113477423909071	0.0392198020985951	-0.257513761638116	0.0544354652499616	0.100877881845577	0.205513750931725	0.157682007486576	0.123858198796998	-0.148079536170286	-0.121400583610234	-0.346610451424888	-0.152218895325625	0.0399166931852572	-0.105399798479183	-0.252018312113549	-0.0843048696311986	-0.16953394349119	-0.19062137069401	0.0814362150752264
