	g__Bacteroides	g__Parabacteroides	g__Odoribacter	g__Sutterella	g__Oscillospira	g__Fusobacterium	g__Ruminococcus	g__Blautia	g__Bifidobacterium	g__Bilophila	g__Faecalibacterium	g__Prevotella	g__Coprococcus	g__Akkermansia	g__Butyricimonas	g__Haemophilus	g__Pseudomonas	g__Dorea	g__Paraprevotella	g__Streptococcus	g__Roseburia	g__Delftia	g__Elizabethkingia	g__Lachnospira	g__Eggerthella	g__Escherichia	g__Propionibacterium	g__Corynebacterium	g__Veillonella	g__Campylobacter	g__Staphylococcus	g__Eubacterium	g__Desulfovibrio	g__Actinobacillus	g__Alistipes	g__Neisseria	g__Micrococcus	g__Holdemania	g__Collinsella	g__Dialister	g__Rothia	g__Chryseobacterium	g__Pedobacter	g__Enterococcus	g__Mycobacterium	g__Enterobacter	g__Anaerostipes	g__Herbaspirillum	g__Acinetobacter	g__Cloacibacterium	g__Aerococcus	g__Sphingomonas	g__Agrobacterium	g__Facklamia	g__Clostridium	g__Trabulsiella	g__Lactobacillus	g__Actinomyces	g__Nitrospira	g__Comamonas	g__Oxalobacter	g__Frondihabitans	g__Enhydrobacter	g__Devosia	g__Epulopiscium	g__Gemella	g__Variovorax	g__Methylobacterium	g__Microbacterium	g__Stenotrophomonas	g__Brevundimonas	g__Gluconacetobacter	g__Anaerococcus	g__Actinotalea	g__Leptotrichia	g__Phycicoccus
g__Faecalibacterium	0.0656014416069828	-0.259037395804556	0.478356470588271	0.831814602908357	0.112823569715903	-0.374305247209755	0.701612336809658	0.692378391588984	0.483365170133972	-0.373861372896851	1	-0.242557758772334	0.939223098149889	0.00349146520633342	0.286912992020937	0.177293677405645	-0.584915948335367	0.82338453453541	-0.0923613926144767	0.0544719364420309	0.292954643777243	-0.724691967875804	-0.569660876648639	0.0856314555692819	0.163543240235922	-0.4063958762262	0.237281855009116	-0.437862944647722	0.274175521503857	0.570249688872441	-0.225890696790993	0.128560739970145	-0.101817023557233	0.402145900788076	0.51965573960293	-0.146408221359752	-0.442205506215062	0.759182173992253	0.109190984062357	-0.338967833478202	-0.0429293090154136	-0.518002596149835	-0.567476536577756	-0.234410167867497	-0.204368628532817	-0.470214702482187	-0.0746716522205305	0.0845063057293063	-0.227040002949772	0.062455284801001	0.12986739642402	0.291107889527557	-0.155491677421048	0.228389041182463	0.424903532762896	0.0333183330595845	-0.263641117079226	-0.308392984565083	0.23381290116339	0.258734646900602	-0.0597562779881932	-0.044298890976128	-0.0140596437686032	-0.54582381621073	0.185072515685969	0.0337335863004519	-0.250981000201034	-0.237217434915263	0.0441849599299437	-0.482496894382099	0.450357724268917	-0.248952984284153	-0.22659716905171	-0.128100468028482	0.21498520150683	0.0108548383170797
g__Prevotella	0.451524080772577	0.0957508790130907	-0.365758231489456	0.150561629815428	-0.386673134106204	0.709054620969785	-0.482117210653919	-0.671682677819397	-0.402907448970906	0.506184579292423	-0.242557758772334	1	-0.288865511604584	0.509958323278876	0.571624824308431	0.133174956978208	0.0544073771134501	-0.207506851353797	0.339584163284736	-0.48365710120619	-0.482507608607229	0.0147489024479851	-0.127369222663716	-0.54944342753203	-0.623123934868543	-0.0941773520335366	-0.314988862799691	0.373924338718285	0.0522683034746563	-0.208147809447494	0.0291830089983677	0.233104069530863	0.892063662648422	-0.0481291792115331	0.183336699697541	0.112951560394997	0.0154029686434222	-0.270555424384909	-0.0562577700576224	-0.375261199501839	-0.0835920107753905	-0.136625236925803	-0.113167399381495	0.0557413966695959	0.34860251511803	0.0105974246937198	-0.366067291878006	0.100963968317717	0.255184369782204	-0.117773707183914	0.0030735337995354	-0.0383395553465312	0.0384437027436917	0.206443968091195	-0.23144687455136	-0.0243280462011208	-0.0325380208428851	0.0564411913415556	0.125437429907023	0.224786976765406	-0.241035449105605	0.508618835707051	-0.373207534605881	-0.169032211083795	-0.159523133860495	0.138719065555082	0.0810411150621753	0.0935507934277682	0.244397410021689	0.289573802733296	-0.169750170656885	0.327589939476391	0.214911489117786	0.0595241113542955	-0.232781143983111	0.412690073633974
g__Coprococcus	0.0822941162720814	-0.153948172433554	0.399237452210252	0.694928661425844	0.127685738261427	-0.292237128286805	0.805284402156455	0.701351845722944	0.542955963489465	-0.32556971293388	0.939223098149889	-0.288865511604584	1	0.191217965547004	0.248225816900198	0.161686191454534	-0.698795149650912	0.933279222635194	0.049827415205375	0.0545996748652395	0.198632879236039	-0.743537351731207	-0.42122713607009	0.285752497960326	0.41972321257842	-0.315918655061541	0.138722771414224	-0.60686439716699	0.231736459416427	0.461117739190381	-0.40549097862505	0.299288428187961	-0.0435717934159764	0.196324385499164	0.280223380793419	-0.232515482503785	-0.426288833685657	0.790527096711285	0.0272840980520642	-0.22146073226682	-0.14611169123585	-0.397383535206496	-0.414962594600405	-0.16592622886656	-0.283430592872881	-0.523982732905749	-0.0662988625777853	-0.102487103410253	-0.307095714267381	0.0218308605679613	-0.121161195572326	0.0797937876287171	-0.0572083843608791	-0.0135202620877848	0.655162716742736	-0.0765427398260719	-0.448155700184052	-0.324025189722451	0.135890557798574	0.134122363714591	-0.0865349379329031	-0.183799509036802	0.125560048967379	-0.450151278857686	0.204482916984139	0.113795652691785	-0.101684388101015	-0.204868717269148	0.105115512893227	-0.281947508302582	0.247168869705332	-0.0186444843103193	-0.0928852993165313	-0.11014640297369	0.191626011138815	0.0364200585195945
g__Akkermansia	0.322803296180135	0.453354671439024	-0.242480373340019	0.188907816949592	0.0104825631898524	0.536570450632218	0.19544118100723	-0.259340338357313	0.179227799055267	0.646753469221121	0.00349146520633342	0.509958323278876	0.191217965547004	1	0.265153335483094	0.118309240477567	-0.421081828994973	0.277599616515035	0.2778965152735	-0.334416776471823	-0.519683441459061	-0.221633384117035	-0.271309733913516	0.234531264843925	0.144581983458166	0.0202497771982826	-0.498703593357172	-0.296516223699553	0.0442414523904046	-0.386359584970255	-0.410933872831015	0.819686153999156	0.738563346679808	-0.163821175142273	-0.0771502334614811	-0.248152262705573	-0.264385436144776	0.142981080964451	-0.280416330941011	-0.460897412225148	-0.130862317476222	-0.152381640440147	-0.103482195218372	-0.0550634340436939	0.0854523907393658	-0.204339134730684	-0.0283329167225758	-0.122566912680956	0.268201750177187	-0.329759682704607	-0.368169599105131	-0.558131107674717	0.367836449242625	-0.156736100955972	0.494079583543613	-0.335205350825954	-0.564407666013705	-0.159086409516556	0.188426116648592	-0.120927537179201	-0.036782547606991	0.277633920088952	-0.113618602604956	-0.400226285935482	0.244845220351406	-0.0536327292432573	0.238151900597884	-0.0206813319191884	0.136298227030292	0.442759507008811	-0.201997873157325	0.445550533227888	0.22324544384262	-0.118289969319326	-0.272581768188763	0.274971312762779
g__Butyricimonas	0.236598950417452	-0.163777601596554	0.302291093571281	0.596762312538599	0.0340050562921041	0.0416108775909287	-0.140383156415781	0.00427845489444796	-0.0409474780657074	0.172999670495427	0.286912992020937	0.571624824308431	0.248225816900198	0.265153335483094	1	-0.276177760908773	-0.206253556754169	0.294331631385307	0.543506225178302	-0.568492209736694	-0.0315292733751777	-0.337110233473703	-0.151120230358541	-0.15014296804648	-0.36537332888413	-0.62531094438958	-0.140067073098283	-0.0548934663063602	-0.213939783240062	-0.0799865044727257	-0.483701115860561	0.171236156611237	0.573410107432423	-0.0703574307593439	0.465896147974376	-0.254124138519623	0.0297139779216283	0.301348061871027	0.29356298578853	-0.24813276037714	-0.346185699676299	-0.200397008991248	-0.152813704658223	-0.180001007460015	-0.182593048795783	-0.153844540739822	-0.126821045808149	-0.237316685154643	0.0412417700829931	-0.131557891337168	-0.133982288661191	-0.0347643632554061	-0.207867503179044	-0.0298983559627469	0.282927097137701	-0.226301727539272	-0.29332331508932	0.000177868023078024	-0.165423544674051	0.332241560929405	-0.0426678640051923	-0.052318969020694	0.160590141927018	-0.276136039363825	-0.0301192064084695	0.336461768090513	0.158223909071536	-0.0832219255563332	0.58804809358034	-0.00429343359350817	-0.141224260137503	0.216640867462829	0.0485912099007225	-0.0221475142771045	0.0346108031671111	0.138146978685283
g__Haemophilus	0.117649593946259	-0.393181024525787	-0.63965203750285	0.0850942397859324	-0.563688024902729	0.530952583506661	0.398146610950794	-0.207816524377228	0.200864061832443	-0.375619868793505	0.177293677405645	0.133174956978208	0.161686191454534	0.118309240477567	-0.276177760908773	1	-0.253777839489462	0.23911235348002	-0.437463689521231	0.480070678196935	0.0773563938618402	-0.381579535647169	-0.442055501982354	-0.391345536021072	-0.0527594311014934	0.255701944294329	-0.003722302689825	0.127434029870502	0.84945063382275	0.636686964601739	0.496188504281561	0.186155761590674	0.0869811623745903	0.429792397335322	-0.0908710934576291	0.521532763802811	-0.453051980076714	-0.152651200112857	-0.694863951380561	-0.131203917446261	0.467335687399682	-0.482025248657728	-0.572048967521612	0.02057556688923	0.531117120388848	-0.159838375695243	-0.511095668777385	0.34965076569746	0.0329287237236746	0.244616475493767	0.0651248084007561	0.25706036237134	0.389415761606193	0.290484222544205	-0.406199314376242	0.692924190196252	0.25812464180729	-0.021089169488535	0.453622786217948	0.152997520434857	-0.434344432644459	0.475094912026123	-0.657891773072356	-0.291615242819637	-0.127490987721124	-0.107664812350709	-0.33372324086882	0.167369951439382	-0.50920131639806	-0.247611683907046	0.207623805796771	-0.115398911598113	0.191656720982867	-0.164807133968688	0.020260993434382	0.491995757346363
g__Pseudomonas	-0.604972965992089	-0.0549127296709555	0.0778635602625659	-0.397534450570312	0.0465332473481046	-0.166728574120764	-0.75233742503109	-0.158857566873705	-0.256557584642695	-0.0467910304670982	-0.584915948335367	0.0544073771134501	-0.698795149650912	-0.421081828994973	-0.206253556754169	-0.253777839489462	1	-0.74585000897399	-0.0276813273395005	0.328900185690875	0.183268564787874	0.876280429856936	0.559584551712147	-0.051763387881299	-0.306426991826673	-0.0500767491020996	0.418401192843444	0.778164890204671	-0.322126076543873	-0.302611182433014	0.578591670102451	-0.559224325140162	-0.284972410033274	0.129682611686256	0.112780052929047	0.235075768529705	0.189738890843976	-0.441245151402521	0.429977159998275	0.256255603769518	0.280665320711281	0.448848241671184	0.502807968657194	0.395359278581559	0.33389967218744	0.285063425382568	0.149068128544366	0.388846673611711	0.163700118063527	0.272314137217807	0.431013663006459	0.107246231771412	-0.393745555012502	0.225752813163407	-0.535248996601703	0.0271121560789438	0.556182836476611	0.214065791519813	0.0186630844181728	0.147181218547476	0.114022056444603	0.142196379401065	-0.0230385014840292	0.44111047967022	-0.40739829014221	-0.101481560698215	0.0227844701257357	-0.0662804851038158	-0.0809604053607964	0.00181304171122772	0.0874494684381751	-0.019157637499828	-0.0397985165336542	0.133400844531147	-0.390038297960407	-0.236447058597187
g__Dorea	0.121625847309314	-0.216340824678734	0.280116960467259	0.675969207959593	-0.0519597601903133	-0.16160538337526	0.726709732490956	0.492825086260268	0.548571013738885	-0.407064138304204	0.82338453453541	-0.207506851353797	0.933279222635194	0.277599616515035	0.294331631385307	0.23911235348002	-0.74585000897399	1	0.237307290426196	0.0441789131479671	0.14918193428994	-0.801130397098275	-0.497125138890107	0.229019110220672	0.343204442067483	-0.308305221737487	-0.062823120441894	-0.542447665311527	0.254008768871794	0.483934447353025	-0.475157881877556	0.3289126416728	0.0407330555944217	0.100329312141639	0.155695170230489	-0.017931289689323	-0.410392456386779	0.793517630843253	-0.17008375591675	-0.134835266431243	-0.214650954756514	-0.464149704910209	-0.480877029650061	-0.0701307548852492	-0.162742013534481	-0.603291334250658	-0.284288239774176	-0.114058126980387	-0.423991093339656	0.193042341414798	-0.301051375455055	-0.0450697088081127	0.0148629102918733	-0.0465988669271687	0.616440764340808	-0.00234467879157629	-0.575233757103154	-0.459297829679687	0.0159428457387959	0.268650060137486	-0.304669009371653	-0.229110151300344	0.123636333760668	-0.465852339985788	0.13555107428066	0.392346164108391	0.00194962784193775	-0.173937996379604	0.23211300019979	-0.161326552377211	0.121003581467383	0.0162296094868327	0.0578966226236063	-0.273560704621401	0.123982730330429	0.140820848281488
g__Paraprevotella	0.281368077417369	0.222129057204784	0.237629943861902	0.194912728068763	-0.111676190113703	0.00119204645237421	-0.363871541225885	-0.26154005774492	-0.190168092336466	0.149524415859751	-0.0923613926144767	0.339584163284736	0.049827415205375	0.2778965152735	0.543506225178302	-0.437463689521231	-0.0276813273395005	0.237307290426196	1	-0.386070559996684	-0.297236585568347	-0.0158148153096038	0.089602993206127	0.088975199585975	-0.22211968811854	-0.255559730068906	-0.234329777428672	0.107474887165546	-0.491892981529661	-0.31604590989143	-0.496124416662695	-0.0521601403662673	0.385855415158436	-0.342163842645806	-0.0132201338607528	0.101123341608209	0.215729083048808	0.360375700194993	0.275965827589915	0.128436097597027	-0.564019952479349	0.0927033868927826	0.136954930202869	0.382006672261549	0.0350329092273302	-0.29206835075859	-0.26482202675034	-0.0551051306747746	-0.463568785011703	0.2802936409647	-0.301423511430559	-0.294598590849369	-0.226923250840729	-0.174384615160952	0.32627694638209	-0.344346760963497	-0.576731638743632	-0.386931116494732	-0.361932387667606	0.375265879433606	-0.325279484084029	-0.267579289477721	0.401630805651827	-0.0261229614106684	-0.12433993453381	0.749446936622343	0.527759495485871	-0.0721635107224336	0.819704934923651	0.527408536853689	-0.273096024000241	0.530056633235076	0.35212900135663	-0.166977199697195	-0.146681230772585	0.0235588561540909
g__Streptococcus	-0.801845154863387	-0.515310564902621	-0.159289846398371	-0.13538888451895	-0.260900048840278	-0.189364886161535	0.197318001824794	0.26901774950348	0.408073362881132	-0.753511747671988	0.0544719364420309	-0.48365710120619	0.0545996748652395	-0.334416776471823	-0.568492209736694	0.480070678196935	0.328900185690875	0.0441789131479671	-0.386070559996684	1	0.460027304524783	0.154554667016091	0.0595631573609836	0.108567015553027	0.261322897430496	-0.0308353775443975	0.540404673322655	0.333531974608081	0.300392686023515	0.336533655046383	0.643971683632707	-0.27219613815239	-0.599986356731781	0.442575458560716	-0.02853167554475	0.457330552886049	-0.479531374376892	-0.0161489004531516	-0.114662939186022	0.292309794714158	0.418872453958948	-0.0842746626001278	-0.0333135620248523	0.318573066841834	0.392113533695192	-0.213385916490466	-0.151842886725775	0.461656273025041	-0.161482937135423	0.500742243280954	0.332333645492879	0.245506526860294	-0.261089988844799	0.197237651942903	-0.339427278999663	0.433647716432013	0.399950211552403	-0.126613539003817	0.321696629095124	0.14294890288676	-0.171289479543869	0.0771063846980759	-0.25648093294228	-0.0133934996930347	-0.481457323056536	-0.0835765886276714	-0.240409391113622	0.00108064834464627	-0.434838487563954	-0.319849894879567	0.311166919660043	-0.239714831253471	0.10859497921855	-0.15636311254759	-0.340530873915719	-0.0223823383566382
g__Roseburia	-0.513413527897671	-0.695015074355933	0.306064633253544	0.29392131175116	0.347481620603646	-0.49545192540767	0.369461939686561	0.530341103381751	0.643734575374066	-0.643875388915745	0.292954643777243	-0.482507608607229	0.198632879236039	-0.519683441459061	-0.0315292733751777	0.0773563938618402	0.183268564787874	0.14918193428994	-0.297236585568347	0.460027304524783	1	-0.160040028221393	-0.0833013269153257	0.197515643727352	0.182756818639594	-0.35975310544833	0.156467049786222	0.0509532674856926	0.15351448144621	0.387569205971002	0.309471471011159	-0.213246055486671	-0.584164013657075	0.350767595470648	0.394154420521286	0.163638380241163	0.00377253960144152	0.0422922679877721	-0.0841068199306362	0.400491579395515	0.188850694461537	-0.258747620627355	-0.174384267876862	-0.353866471997471	-0.251751780769255	0.129055373320682	0.253393214093255	-0.0200510195321452	0.264156701883405	0.152151541001893	0.347294391920899	0.465137145859026	-0.0809740683876133	0.0943665003531425	-0.134401035745275	0.334850002413783	0.345751467684022	0.161652207863259	-0.143477279096897	0.138599432403748	0.346385718502493	-0.294247001327321	0.172124178897758	0.0328023954528688	-0.0408056911293126	-0.019730116495622	-0.474853970776098	0.141916636447189	-0.211105358828228	-0.716583333208272	0.291147824329498	-0.68095709648385	-0.426183844916639	-0.0230576706835594	-0.0154404615900906	-0.25583347467893
g__Delftia	-0.259169596099363	0.415848925288469	0.0277073797155628	-0.608465136129877	0.190427693010342	-0.0493506159430331	-0.687841067723175	-0.26469433479084	-0.426714504532421	0.351771763154597	-0.724691967875804	0.0147489024479851	-0.743537351731207	-0.221633384117035	-0.337110233473703	-0.381579535647169	0.876280429856936	-0.801130397098275	-0.0158148153096038	0.154554667016091	-0.160040028221393	1	0.640393386861006	0.0762545825436089	-0.157565369815593	0.256952350443875	0.256377225378852	0.560229554501792	-0.410657270638995	-0.535038817461858	0.401555989327117	-0.370349792953239	-0.178119844851483	-0.124872257308529	-0.136064800339343	0.0555612271211699	0.325655749652423	-0.45857893517754	0.436016620980012	0.193313314735225	0.147194187679986	0.651634241421549	0.7341453984442	0.412669270722594	0.20204473828913	0.38845196818201	0.259563282003841	0.201316099840115	0.173582223523398	0.074538470304785	0.228268699115258	-0.161568565775312	-0.205043645912357	0.0874912935775325	-0.327535282116828	-0.129010064339558	0.355620665205709	0.261967881806788	0.00462574210820721	-0.144255094103324	0.226245866483281	0.165130518067224	0.104386162196055	0.527099000418004	-0.184759235227803	-0.167266385651358	0.254527172975144	-0.00551414543763353	-0.0245910240638945	0.323406116117454	-0.0524844284012422	0.146802048773902	0.0359072080851106	0.192810177317975	-0.251307134669842	-0.264538294753791
g__Elizabethkingia	0.00485935816251078	0.238690847905183	-0.0667704484659388	-0.726003690082256	0.311288572895373	-0.0640217054565585	-0.289902332343276	0.0206242269676302	-0.423865602772982	0.224938972465682	-0.569660876648639	-0.127369222663716	-0.42122713607009	-0.271309733913516	-0.151120230358541	-0.442055501982354	0.559584551712147	-0.497125138890107	0.089602993206127	0.0595631573609836	-0.0833013269153257	0.640393386861006	1	0.202494389378593	0.313752096365627	0.30553856530698	0.312996988571516	0.0615441143216675	-0.379037911053928	-0.418249228392349	-0.011018134642352	-0.269723254409702	-0.20081467184199	-0.552916771595077	-0.465001733231471	-0.30362639136512	0.528046840073621	-0.417144232940101	0.346186559854364	0.59341600972975	-0.0535485296162047	0.834086913912294	0.883769972369714	0.180886252404076	-0.214019100112174	0.569733353142662	0.42003097298545	-0.305435051061038	0.000703084009397986	-0.181053574638649	-0.0941814298836461	-0.113594196343705	-0.0473686477247749	-0.487616490169372	0.0269962058112272	-0.158361979443401	0.319162928542773	0.535451594414782	-0.375205586088566	-0.44432035647627	0.364783840200689	-0.375250508456413	0.545160382974041	0.828846463584055	-0.157571446394716	0.118797144839841	0.438705106441575	0.121160478613947	0.198526890831238	0.385862431124125	-0.43895808666116	0.321637204429742	0.297233080310103	0.302015703200389	0.0230187721381501	0.00218057126195568
g__Lachnospira	-0.35534699568256	0.33055769377685	0.455239375344299	-0.0285605638891346	0.740173455736846	-0.401899979470668	0.434769311317047	0.534660247799937	0.564937396532205	0.184514800797438	0.0856314555692819	-0.54944342753203	0.285752497960326	0.234531264843925	-0.15014296804648	-0.391345536021072	-0.051763387881299	0.229019110220672	0.088975199585975	0.108567015553027	0.197515643727352	0.0762545825436089	0.202494389378593	1	0.722596686988234	-0.0362979226114945	-0.158356927680328	-0.519209478784964	-0.398601555119979	-0.397929036506752	-0.367319256537833	0.390956009696048	-0.274617565128897	-0.173563963523129	-0.101023912175306	-0.438198980186058	0.0401381220046353	0.301524552496057	0.0992413024932182	0.148649898086656	-0.126305127219752	0.288994930359903	0.340895184546329	-0.12400277922617	-0.495498023260803	0.0551442802235387	0.604811084727577	-0.381120868743163	0.191001901465354	-0.258627076801814	-0.220374372335784	-0.408025503345469	0.0907894263381145	-0.288386564765621	0.660544983666973	-0.493188278609585	-0.337844423141063	-0.122136427175408	-0.19545901555174	-0.358758694094534	0.541759090675574	-0.431228977777556	0.554546744201298	0.118746936238531	0.366791071823162	-0.0828146132666646	0.125367138836602	-0.0902834386416292	0.0561168404221194	0.17465747439939	0.00483708644912015	-0.0587063383715696	-0.181061965461738	0.0298374093131856	-0.204527110557865	-0.4828436519752
g__Eggerthella	-0.126595840220532	0.197463098371323	0.0765661559578503	-0.219866461655117	0.493271897931392	-0.241405701669429	0.73496830985989	0.547343337997383	0.478643657718264	0.0023763459236888	0.163543240235922	-0.623123934868543	0.41972321257842	0.144581983458166	-0.36537332888413	-0.0527594311014934	-0.306426991826673	0.343204442067483	-0.22211968811854	0.261322897430496	0.182756818639594	-0.157565369815593	0.313752096365627	0.722596686988234	1	0.297908463376886	-0.0145653599745567	-0.689990081744496	-0.0172528627348196	-0.0834991762638369	-0.301716876259736	0.361186970500612	-0.368209437395845	-0.294753254799774	-0.375520195267613	-0.388539136811603	-0.0572346618983439	0.148023932592532	-0.156260482949237	0.30976267235846	-0.0878543713724029	0.248898405457768	0.284080774483776	-0.210886007117721	-0.475012576189739	0.155846823707367	0.48912377030113	-0.472401127759503	0.0442776571634465	-0.319614564387272	-0.3633541880403	-0.213855835529774	0.302222010419524	-0.520819390444811	0.583660429806546	-0.161638569876664	-0.180963346197213	0.157357262813233	-0.213453314252156	-0.62813186424824	0.391997574284047	-0.498614708889781	0.471434233853433	0.250721058488616	0.285979426449046	-0.152922782426593	0.115688998749854	0.0406870430468947	-0.12909041177817	0.129093942545093	-0.172773603306172	-0.0394435694333381	0.0909721814852549	0.0651842981329427	0.109876210017147	-0.0843618072765677
g__Escherichia	0.549153496288534	0.50021667754918	-0.402402062384985	-0.730538100224361	-0.026883028666143	0.446783904383754	0.0491639570427601	-0.394918456678474	-0.419030616735029	0.299804903871859	-0.4063958762262	-0.0941773520335366	-0.315918655061541	0.0202497771982826	-0.62531094438958	0.255701944294329	-0.0500767491020996	-0.308305221737487	-0.255559730068906	-0.0308353775443975	-0.35975310544833	0.256952350443875	0.30553856530698	-0.0362979226114945	0.297908463376886	1	-0.269085848975225	-0.146773648475035	0.290462148451217	0.0780366249215287	0.092065133900232	0.0564027618835468	-0.0143176719520547	-0.311449749078433	-0.718272936429846	0.123582576524872	0.404573769007475	-0.426939319142774	-0.434427920550965	0.235964424226806	0.0748770384400299	0.369441455556185	0.277610414189398	-0.00142215833088986	0.0970823801776691	0.468858825328855	0.105441824765175	-0.11880013924372	-0.046734814600565	-0.18738353154741	-0.174057641994439	-0.090001421086993	0.569262799623322	-0.204360568383253	-0.160550046360998	0.19632261176277	0.189888938814944	0.245706272694191	-0.0421554891495801	-0.5364741266525	0.0757672625645534	0.0655607707604161	-0.0625275337244531	0.351499756671189	0.327130805088392	-0.201922612190666	0.0795232642763512	0.33818351004675	-0.330004656690156	0.390206992595727	-0.229198445086556	0.0764808192556562	0.266250040135971	0.250542143606545	0.445666806364898	0.188536993570277
g__Propionibacterium	-0.621944276084427	-0.332947487605894	0.199285727396158	-0.0324914855821725	-0.176050916415466	-0.441141359556226	-0.100368025833263	0.493822900033219	-0.113803597380755	-0.532543494074408	0.237281855009116	-0.314988862799691	0.138722771414224	-0.498703593357172	-0.140067073098283	-0.003722302689825	0.418401192843444	-0.062823120441894	-0.234329777428672	0.540404673322655	0.156467049786222	0.256377225378852	0.312996988571516	-0.158356927680328	-0.0145653599745567	-0.269085848975225	1	0.345528008589397	-0.0155206771261722	0.142622109228487	0.364139720832298	-0.51090453787332	-0.415452973874991	0.294901847900321	0.25062596246541	-0.0258976847059241	-0.4167618376663	0.142576472894011	0.594838255223114	0.0157035874886051	0.336107681204807	0.215367751239753	0.25842765970754	0.399608652601847	0.132109586850431	-0.24553282427492	-0.10230429474955	0.416737541055112	-0.307931641498106	0.309857385885956	0.345027164024279	0.309200591118476	-0.610788873136239	0.284304475011305	-0.189659790627725	0.0864659761140357	0.401481704793089	-0.0650198916826011	0.399567894629769	0.184679306668971	-0.191183951136742	0.0396960104628293	-0.136559631982934	0.0078677288849165	-0.50439634122787	-0.095162069756144	0.00808003683321025	-0.406094728137361	-0.111671436766742	-0.330171215385761	0.316722759402082	0.0556511883911136	0.070041415657064	-0.044301916908181	-0.190425035596286	-0.104736088369423
g__Corynebacterium	-0.363691915795738	-0.290361003627065	-0.161725134500479	-0.122317119311816	-0.498576355299935	0.133253187335786	-0.811074724881179	-0.469681741817653	-0.341542573495284	-0.260614121798552	-0.437862944647722	0.373924338718285	-0.60686439716699	-0.296516223699553	-0.0548934663063602	0.127434029870502	0.778164890204671	-0.542447665311527	0.107474887165546	0.333531974608081	0.0509532674856926	0.560229554501792	0.0615441143216675	-0.519209478784964	-0.689990081744496	-0.146773648475035	0.345528008589397	1	-0.0406618475025889	0.000940620713871123	0.690844332039937	-0.560000870606951	-0.0034671641549375	0.321459269084211	0.201180744529816	0.604332966089962	-0.0654953477892073	-0.340974582307099	0.216643881534839	0.0488690802463237	0.246353540198662	-0.0186766386183282	0.0222247928555263	0.51832538589151	0.622395938656103	-0.068933612749564	-0.378975906587696	0.624154248278727	-0.0828136856008653	0.584602404527202	0.446367053499405	0.27640528261598	-0.452192237737906	0.476374007964082	-0.768705984217566	0.329574088458317	0.454326686419478	-0.0717426092356633	0.21381378487353	0.558546168617747	-0.381898647095434	0.450243226131691	-0.431721568812798	0.0933745846122127	-0.633117460076354	0.125180541262251	-0.0386999089620046	0.00976059591382798	0.00840504205979861	-0.0416599851509662	0.193552910428521	0.00746530485144098	0.0217975303955317	-0.0491536421415895	-0.4362128004762	-0.0904211682788675
g__Veillonella	0.220704658731124	-0.398217174855384	-0.526279804429783	0.0921445662639125	-0.440023647179038	0.4665828437554	0.456994768893527	-0.084009368963509	0.134182513927616	-0.375403902689505	0.274175521503857	0.0522683034746563	0.231736459416427	0.0442414523904046	-0.213939783240062	0.84945063382275	-0.322126076543873	0.254008768871794	-0.491892981529661	0.300392686023515	0.15351448144621	-0.410657270638995	-0.379037911053928	-0.398601555119979	-0.0172528627348196	0.290462148451217	-0.0155206771261722	-0.0406618475025889	1	0.68821960889925	0.288198430732768	0.191782853836239	0.0646544698430807	0.361953190817124	-0.0672918368921134	0.363398845628414	-0.302033527094512	-0.0892278573176542	-0.643992303447666	-0.0940204307862715	0.600472973713518	-0.350278477219625	-0.565009342246218	-0.246240303295558	0.338401610912886	-0.0658744179789988	-0.340300584818893	0.203798670397897	0.061090064988652	0.059115511579285	-0.0720446501011566	0.159013788643228	0.556929846199406	0.218110381648583	-0.345539534314323	0.718270260305294	0.28853694282154	0.169168162661358	0.365234214892947	0.0236677977061996	-0.340989534851573	0.309684547100864	-0.611620010847744	-0.134267070777299	0.107004837107877	-0.178995170984326	-0.187444508134148	-0.0411933917481153	-0.550040695494403	-0.403672036613304	0.0626379609040998	-0.160938030525192	0.126762801379114	-0.358697378583887	0.25902874550137	0.452792612652532
g__Campylobacter	0.243525280728596	-0.523848916401396	-0.0904844308219869	0.350287285208552	-0.329544874578722	0.0268486773409261	0.464284616573793	0.136700782232571	0.165660714130088	-0.684067106504104	0.570249688872441	-0.208147809447494	0.461117739190381	-0.386359584970255	-0.0799865044727257	0.636686964601739	-0.302611182433014	0.483934447353025	-0.31604590989143	0.336533655046383	0.387569205971002	-0.535038817461858	-0.418249228392349	-0.397929036506752	-0.0834991762638369	0.0780366249215287	0.142622109228487	0.000940620713871123	0.68821960889925	1	0.27497241735141	-0.226353653482992	-0.248461760803285	0.460519209753749	0.094055350834465	0.483485611788339	-0.175785619842176	0.147090382380858	-0.347656624844914	0.150344427749446	0.174767601916708	-0.494623417655819	-0.565439754385812	-0.0592061000264281	0.200481928256518	-0.20046639820735	-0.345128160191192	0.296662913624761	-0.301847895891022	0.308063684655446	0.178613901879029	0.585565318400997	0.10096036275372	0.259388848487421	-0.268233125626686	0.646402712104061	0.247580123572948	-0.063027808447803	0.0942218654843015	0.316917159268329	-0.286917303603708	0.0547387778446325	-0.285607744938902	-0.168909599943352	-0.0286963300146926	0.0790695613275892	-0.40820379394655	0.151605278420639	-0.248154426537644	-0.580697686007466	0.300308348329448	-0.347900997684874	-0.0885137770190827	-0.160688280351509	0.43940669697055	0.202205717612626
