	g__Bacteroides	g__Prevotella	g__Faecalibacterium	g__Megamonas	g__Ruminococcus	g__Clostridium	g__Roseburia	g__Blautia	g__Parabacteroides	g__Lachnospira	g__Sutterella	g__Coprococcus	g__Dialister	g__Oscillospira	g__Dorea	g__Phascolarctobacterium	g__Veillonella	g__Anaerostipes	g__Streptococcus	g__Eubacterium	g__Paraprevotella	g__Megasphaera	g__Haemophilus	g__Alistipes	g__Collinsella	g__Bifidobacterium	g__Butyricimonas	g__Fusobacterium	g__Odoribacter	g__Turicibacter	g__Bilophila	g__Lactobacillus	g__Sarcina	g__Acidaminococcus	g__Holdemania	g__Actinomyces	g__Acinetobacter	g__Eggerthella	g__Sphingomonas	g__Granulicatella	g__Klebsiella	g__Lachnobacterium	g__Oxalobacter	g__SMB53	g__Pseudomonas	g__Atopobium	g__Neisseria	g__Actinobacillus	g__Desulfovibrio	g__WAL_1855D	g__Escherichia	g__Delftia	g__Porphyromonas	g__Rhodoplanes	g__Morganella	g__Parvimonas	g__Nitrosotalea	g__Microbacterium
g__Paraprevotella	0.000563902273360042	0.218366120379663	-0.387008382121804	0.0600820988115027	0.438834411821154	-0.323445908028009	-0.145800908092814	0.639528180144735	-0.326636565032618	0.265540877210589	0.416491412700699	0.759862194905944	-0.379543202402914	-0.0127999517605893	0.140977204952405	0.389972178073803	-0.174574861969798	0.0757062298948248	-0.0565130894099052	0.589798600451114	1	-0.139014355390682	-0.321964352943667	-0.0421762289359233	-0.108626345843236	-0.230224895417455	0.451008753347981	-0.331220318607407	0.451222082301863	-0.300174317542903	0.0711170938924844	-0.146706555231423	0.488455515424237	-0.158988477529687	-0.294301721676301	-0.222758541341627	0.696213444549102	-0.431388127860243	0.169916972218303	-0.173413837695187	-0.513406528049095	0.322712373548148	0.448729384906073	-0.38508412543273	0.261745974297736	0.227645847492472	0.245016164433029	0.14376956967174	-0.0419602789393813	-0.268867418250699	-0.747492236156162	0.0640053196352796	-0.535371530164175	0.300454639091657	-0.152093120909538	-0.306579805040653	0.260950625439307	-0.423987557591108
g__Megasphaera	-0.149825096912888	-0.0244557394248609	0.305173726690373	0.197883900195807	-0.147734186731746	-0.132047824775698	0.497273386986352	-0.227266185048884	0.184768735423801	0.442259057730849	-0.20575518175323	-0.510906685068121	0.146305214851009	0.280286280152601	0.581572065117058	-0.113467155950222	0.100239931816978	-0.0164675896149501	0.0787311080311176	-0.319127974108285	-0.139014355390682	1	0.625603299104763	-0.472470462347493	-0.0331016738295871	0.30328071934271	0.00321222132620314	0.595967147381385	-0.395918419070804	-0.151698378500949	-0.034315027464604	-0.253953717451129	0.00810540235962657	0.371776947635332	-0.276258191442203	0.164564403471143	-0.413017570135067	0.508290328205754	0.102382681721668	0.175491405714497	0.38035175179622	-0.118606932303983	-0.449545157926334	0.427694950249675	-0.272028501594217	0.481338126637906	0.0536017455159486	0.387837146880883	-0.554063812826785	0.0821064477897009	0.0819815629672857	-0.240431123372915	-0.0364575509251795	-0.222986803409354	0.243981048854311	-0.498963760665114	-0.147989015743652	0.31732055373559
g__Haemophilus	-0.0889818515050746	-0.350441109372843	0.655961579725434	0.746910602426234	0.13407365655276	-0.401819445905606	0.439893861948969	-0.267459474426077	-0.199641416010518	0.380502693305765	-0.362441092183044	-0.6832748830049	0.133343693817812	-0.573536484538508	0.659154240908354	-0.0212961493784829	0.736416326266376	-0.0857688932114338	0.5473999160762	-0.783877221433981	-0.321964352943667	0.625603299104763	1	-0.710754041260561	-0.476261525154631	0.730360382891826	-0.271678952339228	0.481363858440904	-0.730928885465087	0.30943830703457	-0.357250666496331	0.34623010235786	0.304943886977448	0.191041189226046	-0.481558778488294	0.117806708015978	-0.251882030803651	0.17242672882017	0.419666398326331	0.423587293361789	0.302546732867863	-0.309932425535467	-0.64188652010282	0.441337779486467	0.00815846609318289	0.67415830393847	0.369131808494354	0.0845878241448595	-0.662537646568377	-0.223098159436496	0.242104311776082	0.153619796971804	-0.00393343190477549	0.0795910763791028	0.248261853649012	0.15447663451074	-0.371757320480562	0.235978642921241
g__Alistipes	0.383448309975475	0.0441508395467798	-0.300113370102621	-0.673178997106983	-0.245906416025874	0.446733253025503	-0.17855236163711	-0.109897894023107	0.59964334831788	-0.781662805100381	0.252442266524438	0.0963129376977411	0.165159124058066	0.525410698600153	-0.739746894615642	0.122630683099961	-0.387046048067342	0.145212103274335	-0.243039930714129	0.449677867975404	-0.0421762289359233	-0.472470462347493	-0.710754041260561	1	0.221338082986981	-0.242085344629418	0.165801633396177	-0.094337752811134	0.729129035087037	-0.137998766692827	0.497622118003951	-0.0848599453166939	-0.494415736709328	-0.512153708153044	0.414745644082932	0.105004977768594	-0.105188334715791	0.24703049164378	-0.275769701958448	-0.374787547881282	0.226646050508498	0.243234395102684	0.277678002789897	-0.0425343783025011	-0.2821906067811	-0.776851060929625	-0.680863322644805	-0.170103151068399	0.634619827658217	0.0914243487764095	0.283547673089047	-0.12095428936794	0.0984145649385321	0.0961925591391987	-0.150704671458806	0.139380304885503	0.226529524825233	0.40082380826991
g__Collinsella	-0.50096598824096	0.473193029943231	-0.653574262195054	-0.379879735131391	-0.30104945354171	0.618623673398087	-0.745416645157544	0.0911992930400378	-0.174202762462679	-0.288706593363499	0.363183026521659	0.370820500760263	-0.124010845662119	0.338783057777638	-0.111968798389887	-0.148811771152696	-0.707721450308051	-0.206422313914113	-0.256727127126285	0.212047396921558	-0.108626345843236	-0.0331016738295871	-0.476261525154631	0.221338082986981	1	-0.666211313826476	0.134166055201001	-0.161686055450777	0.288495236051772	0.144503386494423	-0.219425908946916	-0.457009203752147	-0.302103169302677	0.292154289298998	0.157175739322382	0.366354913281028	-0.00306226970160341	0.0144932774390656	-0.407203426089765	0.307454666459498	0.00924187008968514	-0.0201797712589785	0.188081643719044	-0.152266069937347	0.391576422268262	-0.164410736958145	-0.0865745245113244	-0.0620713499752998	0.362617889499903	0.571079882096732	0.0513725113476092	0.0388169707306717	0.473520182588	-0.28649991931765	-0.104852134332407	-0.103329874364375	-0.195715502039189	-0.254900445944904
g__Bifidobacterium	0.53999796972427	-0.811150033604778	0.853009190663512	0.696569407380734	0.41484996354444	-0.506237255944097	0.601463755390687	-0.100608053062415	0.296216794224183	0.0163525828660201	-0.0881999685025799	-0.709500059121987	0.458798004486111	-0.406363180071964	0.205094213640471	-0.230239799113117	0.71925332337794	0.490749967022342	0.517960733994104	-0.354643560754271	-0.230224895417455	0.30328071934271	0.730360382891826	-0.242085344629418	-0.666211313826476	1	-0.420677051643872	0.526065587303936	-0.421555158019034	0.0551150470865328	-0.0172165146705435	0.379235562046472	0.237415573591998	0.0852305296376975	-0.170340080904727	0.153716388410251	-0.0145764860524437	0.217600249538978	0.711445099225651	0.222285689565887	0.0783556528864227	-0.303564434281942	-0.656693786980861	0.356770869027613	-0.313554494769669	0.182962596861521	0.213968467066254	0.117331243291128	-0.523700364914762	-0.218533733321911	0.145274649382224	0.368831641712293	0.0935896249828963	0.153980107354735	-0.184867468524321	0.327054396594448	-0.307651960744861	0.390805729719331
g__Butyricimonas	0.15619449395809	0.35293206594715	-0.452350686353803	-0.557070180400568	-0.465989503180567	-0.124302039188734	-0.280660499269245	0.642516464806933	0.11563471231394	-0.00323443911412943	0.168276787477213	0.399043247235365	-0.775412902229479	0.445821515351119	-0.182679470228166	0.805863021284884	-0.549451620604124	-0.217934625154089	-0.433464758735003	0.0245979408976169	0.451008753347981	0.00321222132620314	-0.271678952339228	0.165801633396177	0.134166055201001	-0.420677051643872	1	-0.0599492651070357	0.679927735979764	-0.57097622093331	0.574255220443648	-0.615747632873634	-0.073746233697172	-0.0106501549690899	-0.149878371031979	-0.385634681812911	0.0999295136630204	0.250436597280305	-0.0320335165138602	-0.0550609007126587	0.0191626758990814	0.752364822083202	0.662755972984477	-0.5835977779279	0.0534721322143917	-0.0346998960824006	-0.26138895732495	0.32758774030062	0.15716756539308	-0.511582561690963	-0.259670651953089	-0.0191000926166164	-0.139932427938621	-0.229978602167824	0.19446723058769	-0.102366934518322	0.186873258725806	-0.142771470107546
g__Fusobacterium	0.200218425896074	-0.578745351565473	0.479262187675961	0.139368455206575	-0.018635828086495	0.0599376082226775	0.325858879063146	-0.069312380545723	0.464208613942128	-0.0959185888485936	0.157613152126987	-0.606806329032283	0.153923677933835	0.151171430347592	-0.0493366102127941	-0.229505604707388	0.114774759136613	0.332922631267561	0.234655383116182	-0.493504403449149	-0.331220318607407	0.595967147381385	0.481363858440904	-0.094337752811134	-0.161686055450777	0.526065587303936	-0.0599492651070357	1	-0.183288912362865	0.0109579322399037	-0.107635072695268	-0.259996206424795	0.244067489966545	0.340965097972084	-0.15299859816761	-0.170596286068632	-0.207427446113773	0.404158170398086	0.0875936592871829	-0.00139216391834225	0.213967607132394	0.199565846009779	-0.496045243575065	0.415044856123315	-0.343268774878057	-0.109824375750997	-0.383410562255053	-0.00117000069891373	-0.0824981108422246	0.106852583300811	0.06478332180131	-0.0977116254853423	0.293989739886471	-0.00498890371356	-0.295269441183591	0.139171412425685	-0.52390607602497	0.351755745888651
g__Odoribacter	0.289429997694082	0.160373013179554	-0.620256099508604	-0.666603533315893	-0.246689013721428	0.145830444158865	-0.527382438906894	0.485745329108369	0.280749068107827	-0.586980690925078	0.547059165424801	0.483642364246895	-0.390186889513845	0.488190019853178	-0.62342361013309	0.502943504859836	-0.674248545286916	0.0318637932416297	-0.31942972080908	0.485727730045648	0.451222082301863	-0.395918419070804	-0.730928885465087	0.729129035087037	0.288495236051772	-0.421555158019034	0.679927735979764	-0.183288912362865	1	-0.398319189215042	0.514399947147962	-0.469618250139599	-0.237345727797671	-0.333895509914309	0.00631358932514374	-0.108848042629897	0.307808723302668	0.181567785182532	-0.0991671708132366	-0.179350632957138	-0.100518809425069	0.600499494628696	0.508591469486953	-0.481746895189291	0.00441377638113824	-0.528949972093578	-0.498210926024554	-0.0215651566623417	0.431398703383428	-0.264536100067024	-0.18812918890193	0.112545444213698	-0.115332249861518	0.101628461465666	-0.254555651981814	0.0705350693113007	0.0468280762199224	0.0663653311703724
g__Turicibacter	-0.594478517374173	0.133744289256394	0.0736061536362588	0.366127664875091	0.416650039606657	0.585162128771033	-0.0489179482481907	-0.338898862170819	-0.447383745172619	-0.0821048969415026	0.0909920861025938	0.126372503754137	0.251434583718124	-0.572262951474639	0.366547292999525	-0.285619425462048	0.454423098117085	-0.364125079406378	0.758673082566094	-0.266053313085359	-0.300174317542903	-0.151698378500949	0.30943830703457	-0.137998766692827	0.144503386494423	0.0551150470865328	-0.57097622093331	0.0109579322399037	-0.398319189215042	1	-0.795501826549996	0.704079900449912	0.286700336889753	-0.0837132422918268	-0.234422728920614	0.500621987109765	0.0314111462140342	-0.433833814229665	-0.338102227997368	0.227244626741711	0.219407592486496	-0.388561680772436	-0.363536247408419	0.599591366246068	0.583407327619636	0.210252155809783	0.143097151852888	-0.762118389724437	0.301362796420144	0.510510196843337	0.337124902095827	0.0190493447365459	0.125015151720371	0.591779237838831	-0.0664501551562657	0.484767988129268	-0.239689639995537	-0.0112864645671761
g__Bilophila	0.697218264297897	0.00933544107389092	0.0351090516709929	-0.527587144210361	-0.580365272454232	-0.347301943488441	0.175789818013005	0.0274757584712146	0.69005189878135	-0.14174927772027	-0.3593742358221	-0.308027100092964	-0.0576458318971483	0.644294813902051	-0.48956943848635	0.490959266704779	-0.274877608834338	0.2401424048993	-0.726376197319187	0.174289804540939	0.0711170938924844	-0.034315027464604	-0.357250666496331	0.497622118003951	-0.219425908946916	-0.0172165146705435	0.574255220443648	-0.107635072695268	0.514399947147962	-0.795501826549996	1	-0.394501194241146	-0.513183157996922	-0.182926729379019	0.460800983531039	-0.360350354427718	-0.309608630422919	0.627738336734912	0.250868511197832	-0.395725556195803	0.163401851479593	0.416288704263587	0.403137403171016	-0.459445532168468	-0.695873870200995	-0.38644239146032	-0.310415395452888	0.600384700947997	-0.0116617977386736	-0.615767115672159	0.176848348841277	-0.111087495510462	-0.0663390679027488	-0.50303525783118	0.373522598303157	-0.160097179861233	0.437400722593793	0.371562411426065
g__Lactobacillus	-0.140012014674248	-0.0194802002020884	0.392735854788687	0.528275299645489	0.470564745220959	0.057986592893971	0.338601477182266	-0.487084322101385	-0.342004735950322	0.0109682974819515	-0.328804998159772	-0.138240652099587	0.430408283000474	-0.728862861457566	0.365260599831931	-0.0653444167073227	0.850150365823639	-0.221309256279471	0.630278685742631	-0.15629989398138	-0.146706555231423	-0.253953717451129	0.34623010235786	-0.0848599453166939	-0.457009203752147	0.379235562046472	-0.615747632873634	-0.259996206424795	-0.469618250139599	0.704079900449912	-0.394501194241146	1	0.166684881086459	-0.447705523259971	-0.13811809863244	0.347371702273922	-0.0338665719928982	-0.391776207181324	0.0462948449233917	-0.0177731919328362	0.289693971721597	-0.523774147063856	-0.309223750128602	0.540073255226413	0.222773112251798	0.331822584722962	0.366656537142329	-0.533408784421734	-0.0569239144087725	0.033790135216237	0.440436057515032	0.070602171938443	-0.281928965118718	0.588419897478107	0.229999718248635	0.387674459965218	0.181831159694897	0.182112850644508
g__Sarcina	-0.0912631976167312	-0.240936381820795	0.229331861036227	0.56007206082632	0.751120841089538	-0.167995984039024	0.103246093602787	0.483858585246064	-0.405874027403988	0.460749518354817	0.289982839047945	0.360893014691092	-0.118129332872568	-0.483869580955114	0.310516141756269	-0.0613161962627489	0.338951893613667	0.22170064317547	0.405982956149755	-0.0498858553769777	0.488455515424237	0.00810540235962657	0.304943886977448	-0.494415736709328	-0.302103169302677	0.237415573591998	-0.073746233697172	0.244067489966545	-0.237345727797671	0.286700336889753	-0.513183157996922	0.166684881086459	1	0.31457634038936	-0.306300223867934	-0.392271690677816	0.564842896215333	-0.625882083361825	0.13378560283069	-0.0536325740017813	-0.546541042763842	0.257285584202467	0.0462254132680807	0.0442468780119496	0.376207293409839	0.308096429156245	0.347986617017002	-0.178164159889504	-0.00138610759054898	0.103516241483512	-0.561050604419056	0.085785710793907	-0.116005135276945	0.412890949513084	-0.414119346928597	0.130038000144197	-0.247574682201432	-0.48941702164841
g__Acidaminococcus	-0.0724866531679516	-0.164647029817396	0.257106849930669	0.309893194972581	0.0592079643883549	-0.0641387727384753	0.00715223485781009	0.327144612489309	-0.0163961972190164	0.472841465601105	-0.0143663212921237	-0.115771827298329	0.0254202528884452	0.0543938985318626	0.178391419416784	-0.374740388386543	-0.0815694939630596	0.341215966868924	-0.203838662078562	-0.225046194470584	-0.158988477529687	0.371776947635332	0.191041189226046	-0.512153708153044	0.292154289298998	0.0852305296376975	-0.0106501549690899	0.340965097972084	-0.333895509914309	-0.0837132422918268	-0.182926729379019	-0.447705523259971	0.31457634038936	1	0.242451464832597	-0.219931363385486	0.05607960079193	0.0258188354285665	0.147573195530751	0.317568564264336	-0.353087631145672	0.133995052531695	0.0356726233431612	-0.226560808174531	0.0338607493090918	0.12898591880897	0.269887200778956	0.458347832757442	-0.0645034352237863	0.290962203208912	-0.261563820311933	0.102599005124522	0.545944143273058	-0.486398403631093	-0.164191906489661	-0.0765321262319985	-0.294514506482821	-0.440128351317429
g__Holdemania	0.370351305863035	0.0776206139153957	0.217912860853922	-0.293772660271302	-0.156140442021111	0.228001430930521	0.251310818912306	-0.167931281893006	0.579365042382002	0.00748295301304773	-0.373759075224071	-0.139846543228506	0.474025831120729	0.524414087981371	-0.438155294622213	-0.341387009786753	-0.189905565122505	0.431828115602341	-0.658318288769546	0.336015286515831	-0.294301721676301	-0.276258191442203	-0.481558778488294	0.414745644082932	0.157175739322382	-0.170340080904727	-0.149878371031979	-0.15299859816761	0.00631358932514374	-0.234422728920614	0.460800983531039	-0.13811809863244	-0.306300223867934	0.242451464832597	1	-0.181103112182578	-0.235109045358387	0.106188336825854	-0.117746627226609	-0.425597352522695	-0.168437871248667	0.074315552419522	0.36003869526381	-0.180388787941418	-0.510819778187927	-0.583832809650035	-0.108053871228532	0.303292772377111	0.409897678770353	0.315892148645302	0.230935938212441	-0.271032804085757	0.436163616486065	-0.478023969543026	0.0915487485297664	-0.0762678258553822	0.430158865159011	0.0493730389181915
g__Actinomyces	-0.293382888464493	0.0794055903692063	-0.140531057173638	0.321335580203401	0.0387114890207583	0.175785777660884	-0.299900173003743	-0.445185404946582	-0.224985143887457	-0.460986898253479	0.1641796021361	-0.205367705696401	0.431281832415181	-0.342248149880354	0.314342755389201	-0.17948563337981	0.164728110974423	-0.190390305995528	0.516589205521731	0.0182803256676768	-0.222758541341627	0.164564403471143	0.117806708015978	0.105004977768594	0.366354913281028	0.153716388410251	-0.385634681812911	-0.170596286068632	-0.108848042629897	0.500621987109765	-0.360350354427718	0.347371702273922	-0.392271690677816	-0.219931363385486	-0.181103112182578	1	-0.0309750035809597	0.176704108431653	0.194595202500262	0.640295743974945	0.476630153821971	-0.695451467211819	-0.520157133221408	0.388712878097433	0.325565126267954	0.355958477112902	0.226176791071644	-0.275791973529573	-0.232358718359593	0.223666472615339	0.442199863037581	0.420618723808526	0.104214847170469	0.16666108763933	0.0605757203627649	0.134050301929158	-0.252931514878429	0.348379858983921
g__Acinetobacter	0.0165347375848449	-0.239163813091089	-0.255361905573428	0.393048725790548	0.706108929118445	-0.255875341125913	-0.463548899044602	0.747157395165475	-0.502436110272918	-0.104044121867987	0.70513906752408	0.673686023248704	-0.202849811341201	-0.453336039614585	-0.0796819765645948	0.0346300521136149	-0.0767934996332044	0.321628099759887	0.255211895928621	0.415586914544885	0.696213444549102	-0.413017570135067	-0.251882030803651	-0.105188334715791	-0.00306226970160341	-0.0145764860524437	0.0999295136630204	-0.207427446113773	0.307808723302668	0.0314111462140342	-0.309608630422919	-0.0338665719928982	0.564842896215333	0.05607960079193	-0.235109045358387	-0.0309750035809597	1	-0.623293032954752	0.403009747707652	0.26108305793769	-0.743582848345907	0.135784574286528	0.149716873926286	-0.398912031221173	0.529096273383349	0.0833668923711536	0.384103505580193	-0.120224281105867	0.0101860875584377	-0.0569620920497003	-0.714422154862439	0.604684588603234	-0.0187311598422784	0.337616255656014	-0.640838517723629	0.169994704991362	-0.285830536172971	-0.577756734699829
g__Eggerthella	0.382669318261182	-0.112162369480574	0.156240436921544	-0.353571832284416	-0.666841897527411	-0.0748353989062137	0.225727848034722	-0.271747409888693	0.71525412216268	-0.237900046791306	-0.216305472925763	-0.696427683701798	0.0856738966074447	0.614022595830428	-0.14544849524543	0.164855050754617	-0.209005245442916	0.0611644946334242	-0.283722075472674	-0.273489478211302	-0.431388127860243	0.508290328205754	0.17242672882017	0.24703049164378	0.0144932774390656	0.217600249538978	0.250436597280305	0.404158170398086	0.181567785182532	-0.433833814229665	0.627738336734912	-0.391776207181324	-0.625882083361825	0.0258188354285665	0.106188336825854	0.176704108431653	-0.623293032954752	1	0.163849964382593	0.105966589011666	0.585870149663121	0.0581096212855607	-0.231981818817066	0.0673545513396299	-0.571682911378838	-0.190294315797104	-0.442012479827146	0.440068802614782	-0.263425687848929	-0.268266460789651	0.487883737083891	-0.0986938995934067	0.206850619945164	-0.474451545834671	0.301251323525551	-0.141979320237354	-0.0901330888378789	0.680843879570343
g__Sphingomonas	0.667525941603024	-0.627486091169361	0.500716683591923	0.606003140897194	0.408217942625809	-0.812231747078149	0.221893173572997	0.461485569415538	0.122038919384307	0.132367128597854	0.140231647606036	-0.235952122856424	0.126595756821129	-0.321853314632401	0.15845483767302	-0.00561911924210544	0.32531444468729	0.573801910150148	0.177530920437612	0.0234361603884898	0.169916972218303	0.102382681721668	0.419666398326331	-0.275769701958448	-0.407203426089765	0.711445099225651	-0.0320335165138602	0.0875936592871829	-0.0991671708132366	-0.338102227997368	0.250868511197832	0.0462948449233917	0.13378560283069	0.147573195530751	-0.117746627226609	0.194595202500262	0.403009747707652	0.163849964382593	1	0.435313156617665	-0.320847676677082	-0.184992028575164	-0.238615846165317	-0.298032029023831	-0.0786308831752676	0.233635253181956	0.465989942369578	0.504003864663748	-0.616951490341195	-0.434071664809444	-0.292556852226237	0.685711234727483	0.0914466118547275	-0.166405224164429	-0.217026418962385	0.150670362660328	-0.257062737254877	0.0109892763593292
g__Granulicatella	-0.241018411947622	-0.117778499151165	-0.0809682884033216	0.466190741130502	0.0787633555775314	-0.174829284861121	-0.529963901219522	0.262950386812596	-0.452023402650787	-0.111718747017679	0.324395191758335	-0.0361159052030664	-0.18676827662158	-0.473798295291936	0.36773128341586	-0.00531168431576641	0.0382741033570801	-0.125735332019361	0.433979234721162	-0.301547585348798	-0.173413837695187	0.175491405714497	0.423587293361789	-0.374787547881282	0.307454666459498	0.222285689565887	-0.0550609007126587	-0.00139216391834225	-0.179350632957138	0.227244626741711	-0.395725556195803	-0.0177731919328362	-0.0536325740017813	0.317568564264336	-0.425597352522695	0.640295743974945	0.26108305793769	0.105966589011666	0.435313156617665	1	0.0342656972566528	-0.371393344053046	-0.388985001894502	-0.112122893543909	0.593054521688288	0.465442736611863	0.441711321623889	0.0479917771048258	-0.419177069224284	0.000308217050085345	-0.000460216880494112	0.77614267682408	0.328898456802499	-0.0977489092078253	-0.133266864284046	0.212714966255322	-0.621420161810777	-0.145439670914419
g__Klebsiella	-0.141022812351903	0.257527175927943	0.0476646687906001	-0.263242734952776	-0.467555820223222	0.326107203703586	0.32778692967106	-0.660541793222214	0.26811046009365	-0.21113162070597	-0.352141131973115	-0.483168645721994	0.0837505387302799	0.21238523641302	0.212323070682429	0.2185784991539	0.213700108377985	-0.496430189486024	0.243035785729733	-0.405636415314979	-0.513406528049095	0.38035175179622	0.302546732867863	0.226646050508498	0.00924187008968514	0.0783556528864227	0.0191626758990814	0.213967607132394	-0.100518809425069	0.219407592486496	0.163401851479593	0.289693971721597	-0.546541042763842	-0.353087631145672	-0.168437871248667	0.476630153821971	-0.743582848345907	0.585870149663121	-0.320847676677082	0.0342656972566528	1	-0.177834117680723	-0.32840488794617	0.566268345662361	-0.1794809746836	0.131365550578598	-0.369761292117019	-0.220761158329088	0.0257770883095779	0.00717255859490925	0.800155113934514	-0.294760337674376	-0.0709021391430091	0.170941142187752	0.575198550133674	0.0926517682352501	0.0606621599088674	0.738206434373499
g__Lachnobacterium	0.243754084303267	0.122726563211618	-0.241742884274682	-0.521305624614813	-0.28527167098403	0.0442887597112398	-0.155859419948615	0.585532779485971	0.272126472921688	-0.023250681858023	0.199864240960549	0.335740240475491	-0.587040787422654	0.404681983677064	-0.410273455338141	0.539768488510494	-0.415284492921744	0.0118244072578568	-0.352707382870968	-0.0223727207008414	0.322712373548148	-0.118606932303983	-0.309932425535467	0.243234395102684	-0.0201797712589785	-0.303564434281942	0.752364822083202	0.199565846009779	0.600499494628696	-0.388561680772436	0.416288704263587	-0.523774147063856	0.257285584202467	0.133995052531695	0.074315552419522	-0.695451467211819	0.135784574286528	0.0581096212855607	-0.184992028575164	-0.371393344053046	-0.177834117680723	1	0.611592750490325	-0.47232870560354	-0.0419105232035466	-0.346990940288714	-0.433810637395154	0.12129108753476	0.396419788347309	-0.295134212297784	-0.276213391983758	-0.186796227799603	0.0534930558714446	-0.0373820743640793	-0.0972816375253454	0.10022151519893	0.0426714279752135	-0.183545651226374
g__Oxalobacter	0.0455455904232438	0.542585222962779	-0.449099604883277	-0.490571414459143	-0.222239582271586	0.0901612727340634	-0.248137350578914	0.48066939476529	-0.0832335210599404	0.170124662824721	-0.0840390173472962	0.648211685779905	-0.47117156060432	0.325516949267303	-0.280421961229071	0.511656101500047	-0.438869703141442	-0.117463200574538	-0.640051025944013	0.366042757929819	0.448729384906073	-0.449545157926334	-0.64188652010282	0.277678002789897	0.188081643719044	-0.656693786980861	0.662755972984477	-0.496045243575065	0.508591469486953	-0.363536247408419	0.403137403171016	-0.309223750128602	0.0462254132680807	0.0356726233431612	0.36003869526381	-0.520157133221408	0.149716873926286	-0.231981818817066	-0.238615846165317	-0.388985001894502	-0.32840488794617	0.611592750490325	1	-0.636087817713177	0.056882044271696	-0.24353796157608	-0.0832252059737569	0.233015807765122	0.472281128924525	-0.182650209359758	-0.279035604730708	-0.212872852759378	-0.0586638283081246	-0.242123608475841	0.216908450003939	-0.0737203071812168	0.520636190081357	-0.461518746390078
g__SMB53	-0.333392408860915	-0.069637654016694	0.359753527548659	0.257740022508181	0.203817750756465	0.439581082502516	0.525111827347333	-0.799578089495907	0.0870249950301347	-0.0488816166330221	-0.165747777667997	-0.461770159311325	0.603270220918649	-0.145581588840242	0.399783592585063	-0.381428924925648	0.531520032238912	-0.159419888401679	0.586074631957179	-0.265732365493267	-0.38508412543273	0.427694950249675	0.441337779486467	-0.0425343783025011	-0.152266069937347	0.356770869027613	-0.5835977779279	0.415044856123315	-0.481746895189291	0.599591366246068	-0.459445532168468	0.540073255226413	0.0442468780119496	-0.226560808174531	-0.180388787941418	0.388712878097433	-0.398912031221173	0.0673545513396299	-0.298032029023831	-0.112122893543909	0.566268345662361	-0.47232870560354	-0.636087817713177	1	-0.115398084478042	0.197387799191554	-0.158890448700918	-0.474537447426841	-0.0602072397211406	0.432484929139282	0.505751520954083	-0.387476090774459	-0.137580845170303	0.477918887155127	0.0664052265856847	-0.0119436739532875	-0.0284006766494972	0.501286576579054
g__Pseudomonas	-0.641086953920241	0.314966470324361	-0.479513779969764	0.295453187153319	0.285278752143554	0.20132089162355	-0.771126745095462	0.384362122747345	-0.907558115694947	-0.0670858241823253	0.435592868491198	0.650573387304806	-0.438599174820485	-0.66888595213359	0.323642979157967	0.222948868163569	0.00140061129775729	-0.478331016074416	0.503917144334811	-0.0840294189245828	0.261745974297736	-0.272028501594217	0.00815846609318289	-0.2821906067811	0.391576422268262	-0.313554494769669	0.0534721322143917	-0.343268774878057	0.00441377638113824	0.583407327619636	-0.695873870200995	0.222773112251798	0.376207293409839	0.0338607493090918	-0.510819778187927	0.325565126267954	0.529096273383349	-0.571682911378838	-0.0786308831752676	0.593054521688288	-0.1794809746836	-0.0419105232035466	0.056882044271696	-0.115398084478042	1	0.477896578873337	0.439954507175466	-0.449201975762198	0.0762034281893269	0.0486044382060117	-0.207147341906364	0.398846346902537	0.0330216679024795	0.445570730941565	-0.132531269529522	0.318272032099788	-0.374278920912455	-0.519818351506471
g__Atopobium	-0.439001912136936	0.223481681010987	0.084777687237121	0.610205362622726	0.267805188929807	-0.384820594134305	0.175965127294048	0.0609714626469934	-0.639617566366903	0.671588842777847	-0.179020917804677	0.0793040880572767	-0.178977548810083	-0.490703896037987	0.969996925841639	0.186373791612528	0.459559016766328	-0.393611878947975	0.469837344509739	-0.274556680721326	0.227645847492472	0.481338126637906	0.67415830393847	-0.776851060929625	-0.164410736958145	0.182962596861521	-0.0346998960824006	-0.109824375750997	-0.528949972093578	0.210252155809783	-0.38644239146032	0.331822584722962	0.308096429156245	0.12898591880897	-0.583832809650035	0.355958477112902	0.0833668923711536	-0.190294315797104	0.233635253181956	0.465442736611863	0.131365550578598	-0.346990940288714	-0.24353796157608	0.197387799191554	0.477896578873337	1	0.676096980604237	0.0821550765107962	-0.604942537044809	-0.165989243638216	-0.108308363840299	0.135460025374584	-0.306749640396931	0.109365963141844	0.348148939537223	-0.198959259804447	-0.0499299375026405	-0.131755509234315
