	g__Acinetobacter	g__Afipia	g__Akkermansia	g__Anaerostipes	g__Bacillus	g__Bacteroides	g__Bifidobacterium	g__Bilophila	g__Blautia	g__Bosea	g__Bradyrhizobium	g__Butyricimonas	g__Caloramator	g__Campylobacter	g__Catenibacterium	g__Clostridium	g__Collinsella	g__Coprococcus	g__Corynebacterium	g__Desulfovibrio	g__Dialister	g__Dorea	g__Enterobacter	g__Enterococcus	g__Eubacterium	g__Faecalibacterium	g__Fusobacterium	g__Haemophilus	g__Jonquetella	g__Lachnobacterium	g__Lachnospira	g__Lactobacillus	g__Megamonas	g__Megasphaera	g__Methylobacterium	g__Micrococcus	g__Mobiluncus	g__Neisseria	g__Odoribacter	g__Oscillospira	g__Paenibacillus	g__Parabacteroides	g__Paraprevotella	g__Peptoniphilus	g__Peptostreptococcus	g__Phascolarctobacterium	g__Phyllobacterium	g__Prevotella	g__Propionibacterium	g__Pseudomonas	g__Ralstonia	g__Roseburia	g__Ruminococcus	g__Salmonella	g__Shewanella	g__SMB53	g__Streptococcus	g__Sutterella	g__Veillonella
g__Dialister	0.0774666349252386	0.0197915235230647	-0.0775870965413076	-0.0884037129483079	0.272521247886884	-0.144348656338153	-0.0108458514153012	-0.0201128923350553	0.43264790240504	0.343682367458654	0.120210821705129	-0.218750406927103	-0.0907679589181966	0.228907294840318	0.027716404147079	-0.182018546402691	0.114552020157449	0.173210186030458	0.0117374127335198	0.121463894591798	1	0.036407119513592	-0.142072107978802	0.0925743402850222	-0.0331444762413474	-0.185736149409168	0.19235777394674	-0.263572039708625	0.0241920686991356	-0.0134772663545191	-0.0340709173061536	-0.456621193740818	0.110472793751016	0.0618241220510774	0.0344252151928923	0.217948886205026	-0.0122627283388537	-0.32086495709628	0.0187509016707211	-0.118018250954592	0.0303605801595719	0.144806986310154	-0.0247998781972201	-0.151906708444529	0.116345197756885	-0.303938626016371	0.203748556401761	0.0815346010441111	-0.00635147406926944	-0.476504777994577	-0.162206062747957	0.244786172125423	0.137168090555307	0.00631249953837701	-0.0493085463277399	0.129662845806848	-0.143127446243685	0.297699645247699	-0.132925031635677
g__Dorea	0.0537123011762208	-0.182224525351287	-0.335501422206204	-0.0500089311022793	-0.0126027141117583	0.308622909441364	0.0763107072843454	-0.0175277162583824	0.279208748727394	-0.126478551436378	-0.124136965783414	0.0909302199427271	-0.103196179052612	-0.187756390072175	-0.0248242562391536	0.303999172524981	0.31628050357804	0.170950046305615	-0.137586171655394	0.135133695497632	0.036407119513592	1	-0.0403798400328958	-0.0696831989353605	0.220973389993854	0.00681355415219305	-0.247306818011946	0.0697093247212241	0.0718425770376944	-0.0233357489305592	0.260010973041922	-0.0163465840107642	0.0650087260272803	0.0197145790890045	-0.0181956195887926	-0.159442376696387	-0.131610220638957	0.0509433366450459	-0.0338383809605599	0.107175183230765	-0.0338883715852454	0.515805043727094	-0.016600318045314	0.0181398750433518	-0.129081818886852	-0.0603031238035235	-0.0127403851509422	0.0515706842019105	-0.0723552421820721	-0.250282730662385	0.169669784752257	0.317147416575283	-0.0395590142709479	0.0886352061847861	0.0283309922915402	0.169801612515482	-0.077132805455493	0.0339476249608954	-0.262313582825906
g__Enterobacter	-0.122007160579399	-0.0585488465185388	0.227443329530526	0.0247092749885166	-0.11808279157682	0.375249887741303	-0.0932956966511457	0.294265652379654	-0.35545610590699	-0.246901531969292	-0.113029646129305	0.130509984427376	-0.0783954936218989	-0.169395067099784	-0.0991661397242651	0.0124774517824034	0.0308613761978707	-0.174561589776588	0.139283330524675	0.205071084589433	-0.142072107978802	-0.0403798400328958	1	0.18624866435972	0.160849421147926	0.176255176203664	0.048162194146364	0.136411500761331	0.122009702375477	-0.0889557132964963	-0.185233179863166	-0.0198757396753696	0.194613584245198	0.0239540887674095	-0.161462575194728	-0.00874958466784733	0.186533143071895	-0.0881762854816567	-0.134267106664281	0.0513884188906015	-0.122921345734735	-0.017016048698504	0.223361924572716	-0.106066545973218	-0.000448073298786029	-0.0412355155948083	0.110094592614109	-0.0923243005163775	-0.134133329219127	0.2484446453054	0.0944130482893273	0.0166811513877669	0.527694783311697	0.423370383586151	-0.0502334168199146	0.0954463190163325	-0.250846500279392	-0.118059248307149	-0.0754424876555209
g__Enterococcus	0.0907853380465598	0.0982042931493267	-0.200095962442793	0.0965052148700363	-0.0867306455092097	-0.0654899545203537	0.197993192104949	0.0366315192370222	-0.0554853393996354	0.0318271526368798	-0.0360597890999126	-0.07486860614334	0.226504657199539	-0.213436872825406	0.255221606997505	-0.0367378047955357	-0.0413669213711561	-0.088077368629619	-0.245164837907656	-0.0129977209782652	0.0925743402850222	-0.0696831989353605	0.18624866435972	1	0.219984656846494	0.0544595639142558	-0.0917747067844659	-0.0826111513617271	-0.155947802414914	0.0279317813073973	-0.00328856209068462	-0.0260583886561777	-0.184009406142081	-0.00388279515594361	0.0734221792598843	0.0571514575904104	0.161121832685164	-0.164917108468067	-0.0588312138734523	-0.379953454456249	0.211674367356528	0.0993673738731338	0.176474541324314	-0.0525563864438029	-0.109916793892206	-0.0959686435673647	0.20532352145264	-0.16319092926772	0.0125036161315703	0.093393154865952	0.128994878468231	-0.00237911763427041	0.129621957929348	0.153384238639823	-0.17499734002286	0.114599839481004	-0.30262732216035	0.0713221748271134	-0.0182074470314375
g__Eubacterium	-0.0687296668818524	-0.0314227467416607	0.0863515237520892	-0.162125871005475	-0.208924453962643	0.0470658270952496	0.136603355633857	0.101359077093901	-0.0749959954850809	-0.158826358289578	-0.0803005199682666	-0.0511962612577546	0.114135458788792	-0.318116046176406	0.363154547107254	0.0386277343013824	0.100855755086682	-0.0370775579890214	-0.498615084285592	0.445348854250771	-0.0331444762413474	0.220973389993854	0.160849421147926	0.219984656846494	1	0.177406884476738	0.0807115177202033	-0.103877337611025	-0.243373535991685	0.176466192702737	0.10537710452105	-0.0031485332159842	0.103193714836581	0.317806073010334	0.151391377893237	0.00368711899790492	-0.20218219058051	-0.259958300608492	0.169541958580519	0.0755091557966612	0.0897084782616387	0.295633938997062	-0.0899713581377635	-0.0445770371944424	0.0045900654298894	-0.14126014022948	-0.0166430919066785	-0.0751053557273117	-0.050487295666093	0.0981898859472876	0.156458376811946	0.115974792815551	-0.0301158228227479	0.0672280934814717	0.0733970998686178	0.0175725886648253	-0.323538457477937	0.220904089398194	-0.183950318481631
g__Faecalibacterium	-0.184453128803021	0.154081521847862	-0.0280010269624286	0.291587148055966	-0.42114105146393	0.11383891015447	0.0258035091958466	0.0912000596734691	-0.172197530556492	-0.301565903301073	-0.317842539277109	0.212025865176092	0.0472208265836992	-0.231522995098883	0.0829731460115968	0.437889668299256	0.323268081815352	-0.00278590275001789	0.130680379174335	0.0613110929017915	-0.185736149409168	0.00681355415219305	0.176255176203664	0.0544595639142558	0.177406884476738	1	-0.00363052841197827	0.0869631095857309	0.16748485145482	0.183473507496803	-0.0801404683356646	0.032916725747252	-0.0127724814281357	0.0696926620718019	-0.162298306664621	-0.457957674743907	-0.358832773198227	0.032808968593745	0.0413560388603077	0.476268374109992	-0.346939758642232	0.0178763641544729	0.0229174032631368	-0.00213651636201342	0.0421559500239412	0.166036313900705	-0.248343229158142	-0.0230459876599419	-0.175096869234746	-0.134259691697905	0.0980176481976992	0.157277305032432	0.227305611474081	0.0661294289401428	0.0632826557428031	0.278091608866129	-0.261613017225452	0.0941843943845225	-0.0282067737110691
g__Fusobacterium	-0.00155906328289768	0.16800046207905	0.200989539834762	-0.137808368416427	0.0420453946098294	0.0298598299133514	0.0295897657801425	0.205346412822232	-0.029830814405049	-0.112127065943488	-0.101542753466565	-0.00546602289516245	0.0325928909253054	0.469815003451359	-0.18562425481779	-0.190759907362583	-0.174620920532818	-0.292374911462182	0.241228917093477	0.179365735647097	0.19235777394674	-0.247306818011946	0.048162194146364	-0.0917747067844659	0.0807115177202033	-0.00363052841197827	1	-0.389766097336841	-0.066503926308806	0.160083720531029	-0.282477341422283	-0.323877500134246	0.201419329057705	-0.0110244904657287	0.204407681062628	0.198143651242391	0.213573250991051	-0.264876587444536	-0.032940810468225	0.197912822727641	-0.06916147007415	-0.119739373901842	-0.127256485560828	0.156828543786548	0.637869291106172	-0.065811518168548	0.115738146101655	0.200904783587616	0.110381641805841	0.0120003008654141	-0.233420364243821	-0.0253372369561634	-0.0380919256646936	0.214359436464946	-0.23868448236461	-0.245920801606223	0.0341246174694005	0.310784650358261	-0.0198734891068563
g__Haemophilus	0.106505420564961	0.195738482898478	0.197476195794965	0.198707890185646	-0.0989358919053313	0.0743333576710281	-0.176044737136467	-0.146134628013572	-0.110099801014995	-0.0326458656020158	0.104416581047638	-0.0851880872113856	0.0153424092308198	-0.147921742433423	-0.0313182910182872	0.197306715318511	0.186204681190206	0.161029585087662	-0.0142521278025848	-0.240805211742174	-0.263572039708625	0.0697093247212241	0.136411500761331	-0.0826111513617271	-0.103877337611025	0.0869631095857309	-0.389766097336841	1	0.375643925780846	-0.0707143446450789	0.155839167467885	0.238087283399651	-0.0895568713541127	-0.108382328520687	-0.0374611785573796	-0.146678651885497	-0.26889572526167	0.266595659647598	0.0859706269926515	0.124210364509854	-0.059642952932065	0.145040129433205	0.33395282023587	0.201253682989396	-0.221013596464939	0.228790610924155	-0.268430100489874	-0.0898838414154478	-0.170965572636034	-0.10017428106583	0.00442768384943	-0.0780474589853282	0.0294805557159234	-0.11432252058755	0.261224796076103	0.0235752160605208	0.0163730814326202	-0.152501382831116	0.146596191737174
g__Jonquetella	0.344793175179863	-0.0391940500063654	0.02829170519287	0.177480200096335	-0.317303178421157	-0.0593306895496927	-0.309530836175452	0.0620294716920732	-0.0779413026782841	-0.108966154859385	-0.0568976304928356	0.0852404912554702	-0.2097796115577	0.25178837043409	-0.0300249327743428	0.114186291021476	-0.00531402156448186	0.0715086488729979	0.231128436838236	-0.168253748500516	0.0241920686991356	0.0718425770376944	0.122009702375477	-0.155947802414914	-0.243373535991685	0.16748485145482	-0.066503926308806	0.375643925780846	1	-0.0172962066909955	0.00953799754099451	-0.134091107243927	-0.119184549700646	0.140907921648356	-0.108876668472801	-0.0907671341746825	0.0552576661526545	0.0943038838832677	-0.0658307279420996	0.0320725948906057	0.0295936839520924	0.00570841136701737	0.0596236189992779	0.0682848855683455	-0.0662966238978716	0.0393827209478295	-0.153700054688919	0.0885917815035156	-0.254998485070355	-0.054556689162214	-0.0826262446939674	0.047445643719885	0.124885429858866	-0.0428116256955508	0.245470772004678	0.251547063352161	0.0201442495639436	-0.0853666081025051	0.0473549344689794
g__Lachnobacterium	0.0538176921871099	-0.219474105525473	-0.0386554059161513	0.106211328223418	-0.387715789030598	-0.0813146912479216	0.244005697334249	0.000346661314085107	0.0561135193905632	-0.101602465254341	-0.0777758149276066	-0.120442199466679	0.025806099954945	-0.039660861092122	0.436748708922081	0.00327050235404353	0.23789295940982	0.0894697125293262	-0.194542420926078	0.253452655751803	-0.0134772663545191	-0.0233357489305592	-0.0889557132964963	0.0279317813073973	0.176466192702737	0.183473507496803	0.160083720531029	-0.0707143446450789	-0.0172962066909955	1	0.0477020162023428	0.0286982686856892	-0.0403445576104351	0.179368352281345	-0.0248957185090532	-0.0172384247434692	-0.265325054392158	-0.249847710177762	0.0879972809435566	-0.0370099579469136	-0.230539345528052	-0.102301622247123	-0.281884349475873	-0.0998969373666186	0.143274102152757	0.014737046488135	-0.130397292823906	-0.0725773206489026	-0.0890810753899773	0.0143758821280784	-0.0156189688810208	0.137538914778939	0.100107775581398	-0.13007372677359	-0.0747757629982508	0.124251126714037	0.0534876580918827	0.331839231624714	-0.21418323552064
g__Lachnospira	0.174207196305324	-0.0341218010890425	-0.162372706030019	-0.0431313817903416	0.0834345276124853	-0.268908565384854	0.325178525414522	0.0342028703690737	0.15018337375993	0.267696668394453	0.0980167236905149	-0.127801453596959	-0.193051432788513	-0.0920901233163204	0.152648564999793	0.161702416722386	0.447908464855248	0.207754062056473	-0.418939017601166	-0.0793724629063964	-0.0340709173061536	0.260010973041922	-0.185233179863166	-0.00328856209068462	0.10537710452105	-0.0801404683356646	-0.282477341422283	0.155839167467885	0.00953799754099451	0.0477020162023428	1	0.193829711197459	0.00694678204839232	0.112082571328458	-0.109544921336101	-0.111838946769034	-0.0214307908299809	0.0217690088409546	0.195319622675267	-0.156514707064811	-0.119452327226032	0.147978195151569	0.0451205663344751	0.148633919953119	-0.225179121321433	0.138152316210535	-0.21182215078139	-0.0897206396268668	-0.133810484045716	-0.183721525839295	0.0307829645177767	0.214422879586104	-0.0119702588829728	-0.476754610279796	0.160022445382635	-0.0557294140111057	0.0368613735465539	0.122613408638049	-0.0413752048079431
g__Lactobacillus	-0.0249550328575404	0.0635080176805259	-0.105977458324313	-0.107261967420545	0.114647349203708	0.0199474619877803	0.0308819909620565	-0.0571976303723851	-0.0966508344442213	0.0451853744966441	0.106699280745114	-0.0238743715564666	0.270707517233084	-0.369258494780733	0.0263334315449276	-0.0663270868596115	0.0885735994827559	0.0234905344167834	-0.0601544463997254	-0.176014038214351	-0.456621193740818	-0.0163465840107642	-0.0198757396753696	-0.0260583886561777	-0.0031485332159842	0.032916725747252	-0.323877500134246	0.238087283399651	-0.134091107243927	0.0286982686856892	0.193829711197459	1	-0.00894518303238752	0.0461171580545859	0.0161837186255117	-0.0216474807117521	0.0132457483708685	0.223013795395248	-0.00840224911223274	0.0670249428492244	-0.153723236708436	-0.149808172960564	-0.125103388121535	0.0244188153861184	-0.163833755817393	0.142167661186279	0.0298603878117166	-0.242070689217744	0.205343009330644	0.18881491485881	0.342690235923559	-0.126950219787388	0.000355832965329107	-0.0181843742635486	0.0824466158295202	0.0182591647010905	0.317045938908339	-0.142008147577397	0.200084419503259
g__Megamonas	0.122127948140772	-0.10606786660634	-0.213769259122124	-0.0877234227356375	-0.0936818998808383	0.138095400554514	0.183792814468297	-0.153007999836164	-0.0480657412986818	-0.0788769100975803	-0.385074752978813	-0.0826677259803399	-0.0537783608086594	0.0857231897477215	-0.165874372320071	-0.212186694461847	0.211279984684818	-0.0216589855327163	0.0376057779826258	0.256023767493579	0.110472793751016	0.0650087260272803	0.194613584245198	-0.184009406142081	0.103193714836581	-0.0127724814281357	0.201419329057705	-0.0895568713541127	-0.119184549700646	-0.0403445576104351	0.00694678204839232	-0.00894518303238752	1	0.0635474715767839	0.0133539205508635	0.15454483889823	-0.146012082903085	0.0220016586354329	0.0468140063756407	-0.0375266903683934	-0.269439518311464	-0.0405327442433009	0.023080334744949	0.0754968259278557	0.399293149588501	-0.073265978566899	0.00215162698013118	-0.0708221904657212	-0.115417864791081	-0.0770656725145196	-0.207913464028463	0.0992620895788107	0.181201085478845	0.0134707749444036	0.0981187228176806	0.127008462581968	-0.105334579089517	0.323808000418953	-0.127416275561876
g__Megasphaera	-0.0849194133499231	-0.460329243826306	-0.133276034321121	-0.174785919636511	-0.468613143086289	-0.0249782086384411	0.120777739618721	0.160286486302501	0.0123274637427733	0.161855352030786	-0.125417209036827	0.0392188493359299	-0.268489371169358	-0.145330511443356	0.389991128527351	0.102512629448489	0.132930721674204	-0.0474294402674102	-0.264468381154154	0.0631265099384315	0.0618241220510774	0.0197145790890045	0.0239540887674095	-0.00388279515594361	0.317806073010334	0.0696926620718019	-0.0110244904657287	-0.108382328520687	0.140907921648356	0.179368352281345	0.112082571328458	0.0461171580545859	0.0635474715767839	1	-0.237490764959925	0.0506326591447297	0.110996264878021	-0.0859046723960152	0.478995258206269	0.0614843574412605	0.0355142172338064	-0.0196691107910152	-0.0476126094833966	-0.079355093109604	-0.112726669598864	-0.0295298949280553	-0.149980225839226	-0.123712594864956	-0.248328200977191	0.0666836687102569	0.131308484269728	0.104300007585078	0.0558561571825829	-0.104560524100013	0.403027381815702	0.351769782863436	-0.207913839714985	0.277055172722291	-0.0880768414415582
g__Methylobacterium	0.177395557851102	0.535950326526275	-0.216905075372964	-0.347949137020343	0.199149174651016	-0.166239465450824	0.0568165881912056	-0.361529798097549	0.0608364424460865	-0.0938498196085263	0.431590272804371	0.0434404099213739	0.28376040978911	0.0822540677643975	-0.222736444300344	-0.118163736654754	-0.186920287828256	-0.0191098636333991	0.174229318752284	-0.054031681285595	0.0344252151928923	-0.0181956195887926	-0.161462575194728	0.0734221792598843	0.151391377893237	-0.162298306664621	0.204407681062628	-0.0374611785573796	-0.108876668472801	-0.0248957185090532	-0.109544921336101	0.0161837186255117	0.0133539205508635	-0.237490764959925	1	-0.0673095133282146	0.126452976924871	0.0631211684056772	-0.243888860811639	-0.0651160457132395	-0.0176644653280873	-0.134796091234537	0.0422165695773365	-0.101497581490268	0.151502177680359	-0.122367188050208	0.435387117986074	0.135570560359869	0.397456832582831	0.146471394232859	0.0385401009306047	-0.118150725343634	-0.430001447369507	0.246893360171233	-0.225346346458218	-0.247797752006787	0.00042399792851762	0.0929303604008746	-0.0508658048177976
g__Micrococcus	0.151278177214981	-0.264113933223066	0.148851310868683	0.000579324806143274	0.172746872009199	0.0365359722533857	-0.176013972344926	-0.0865887243880422	0.0634865649360098	0.259141599495724	-0.0822097589358769	-0.0570634581917943	0.102770146593934	0.191130305025964	0.215455146050288	-0.534025690262332	-0.08603745901521	0.00416696383758891	-0.0876659348506571	0.202032634659841	0.217948886205026	-0.159442376696387	-0.00874958466784733	0.0571514575904104	0.00368711899790492	-0.457957674743907	0.198143651242391	-0.146678651885497	-0.0907671341746825	-0.0172384247434692	-0.111838946769034	-0.0216474807117521	0.15454483889823	0.0506326591447297	-0.0673095133282146	1	0.289490168286906	-0.124095217413967	0.0642005932151109	-0.279688555280719	0.205005180699676	-0.208519630573423	-0.161184149573952	0.0124521754810957	0.362649788947427	-0.142460722585476	0.236360233485084	-0.154177418370305	0.0606741918174244	0.0702651124977254	0.0596390923126068	-0.135830689723968	0.00248199028529542	0.102987427041963	0.0794401734003897	-0.0424196342591343	0.329838830098089	0.0154514227438298	-0.136310129030129
g__Mobiluncus	0.152530412558398	-0.0545138169821595	-0.032060104047983	-0.125674022379872	0.0993280033274207	0.0514080447729414	-0.204226942405078	0.200197209818541	0.00809395058357802	0.135419100947134	0.036183226618561	0.315075327227422	0.0640105729740615	0.218556830936441	-0.216984065111998	-0.274915881714637	-0.211078089489956	-0.164108478170922	0.0874351754322672	-0.205725061695784	-0.0122627283388537	-0.131610220638957	0.186533143071895	0.161121832685164	-0.20218219058051	-0.358832773198227	0.213573250991051	-0.26889572526167	0.0552576661526545	-0.265325054392158	-0.0214307908299809	0.0132457483708685	-0.146012082903085	0.110996264878021	0.126452976924871	0.289490168286906	1	-0.16853711211888	-0.0949500582595916	-0.175145562613424	0.100612373168889	-0.416581218340339	0.114857691163315	-0.0445198578835421	0.120266497053495	-0.173819247240799	0.218907227366143	0.180835559154045	0.139783887254804	0.253751599012585	0.191710636485352	-0.145889491963291	-0.0335690530729079	0.395960367374527	-0.162349679041658	0.0158978541833696	0.085985782143309	-0.344830888611367	-0.0696204626798342
g__Neisseria	-0.214016036206144	0.0638056108782936	-0.0657804837504764	0.0443340404143364	-0.0534021786789226	-0.0137590724128483	0.126206925670596	-0.209168662155271	-0.15560728432029	0.176183601581545	-0.00806101621713504	0.0545134184704771	-0.0462129657970788	-0.0770263732467869	-0.203989911504477	0.133188343546975	-0.00490043773365152	-0.0285677463052611	0.121434030150666	-0.263016012206278	-0.32086495709628	0.0509433366450459	-0.0881762854816567	-0.164917108468067	-0.259958300608492	0.032808968593745	-0.264876587444536	0.266595659647598	0.0943038838832677	-0.249847710177762	0.0217690088409546	0.223013795395248	0.0220016586354329	-0.0859046723960152	0.0631211684056772	-0.124095217413967	-0.16853711211888	1	0.167827131666132	-0.0108342720728658	-0.00510723012889306	0.026550719662722	0.196609722175504	0.366686676967099	-0.0969821689863297	0.168359043472957	0.147285950134852	-0.0713509754779423	0.16241460785642	0.171857326657464	-0.147762644777867	-0.199604683889282	-0.0412253487052662	-0.239030146178855	0.172113551531428	0.173378833177027	0.157143654154588	-0.235561408864483	0.337045881696367
g__Odoribacter	-0.184765513376678	-0.277514324907617	-0.0335955742110661	0.0729924032511302	-0.291358142105875	0.188435507192159	0.102295003257583	0.0902768441464508	0.0210944910700188	0.486227602876104	-0.0930299611317406	-0.0513547168559545	-0.198527758341849	-0.0335146924618719	0.16971292643666	0.110087743614748	0.14324037039552	0.00565387255079516	-0.285611672319956	0.0726864889998289	0.0187509016707211	-0.0338383809605599	-0.134267106664281	-0.0588312138734523	0.169541958580519	0.0413560388603077	-0.032940810468225	0.0859706269926515	-0.0658307279420996	0.0879972809435566	0.195319622675267	-0.00840224911223274	0.0468140063756407	0.478995258206269	-0.243888860811639	0.0642005932151109	-0.0949500582595916	0.167827131666132	1	0.0789458075185835	-0.0355804201978319	0.0479623434064689	0.26242235814252	0.218185702055045	-0.189814136708321	-0.12085733174658	-0.195586288723527	-0.240751827187336	-0.230605112849052	-0.0169148504017014	-0.1546088837006	0.169927886719575	0.0510185276531414	-0.251579898733025	0.409947761082242	0.118145302964377	-0.267042632207336	0.209584228858827	0.0724757360318733
g__Oscillospira	-0.414765668808358	0.111812116469134	0.269545741310341	0.229092406797944	-0.103509070146017	0.289530827499131	-0.241956438224199	0.131082855207596	0.242602305996669	-0.269890077775207	-0.0952801267151364	0.121573043830144	-0.16640907712898	-0.0152690743854731	-0.332145063465081	0.403244363689322	0.259749469699194	0.150362517665959	0.226755068827313	-0.127005326180497	-0.118018250954592	0.107175183230765	0.0513884188906015	-0.379953454456249	0.0755091557966612	0.476268374109992	0.197912822727641	0.124210364509854	0.0320725948906057	-0.0370099579469136	-0.156514707064811	0.0670249428492244	-0.0375266903683934	0.0614843574412605	-0.0651160457132395	-0.279688555280719	-0.175145562613424	-0.0108342720728658	0.0789458075185835	1	-0.394088760599493	0.131564592541904	0.133586046141573	0.0790471238467096	0.0692594385974869	0.0599243574426918	-0.273733242233611	0.0708889344600362	-0.189825743948297	-0.228218278391405	0.0431362035108808	0.205007024717632	-0.120377151369715	0.166924407873604	-0.0374159501893465	0.160697583724331	-0.0228381957587321	-0.0471998496189526	0.106530616422879
g__Paenibacillus	0.0744437738056041	-0.0461003729631091	0.151478461327332	-0.0692592705259303	0.178358865357061	-0.139157671800125	-0.0198044639721937	0.117406827397948	-0.0555488464125048	-0.0418218579331536	0.170785435052851	-0.108619686832873	0.102434571490262	0.219545198996318	0.135348029601986	-0.00430292415660798	-0.336323890663702	0.043326888825682	-0.111150831163635	0.00283398508189021	0.0303605801595719	-0.0338883715852454	-0.122921345734735	0.211674367356528	0.0897084782616387	-0.346939758642232	-0.06916147007415	-0.059642952932065	0.0295936839520924	-0.230539345528052	-0.119452327226032	-0.153723236708436	-0.269439518311464	0.0355142172338064	-0.0176644653280873	0.205005180699676	0.100612373168889	-0.00510723012889306	-0.0355804201978319	-0.394088760599493	1	0.16817160147207	-0.0777084617648078	0.0502674052920589	-0.261302774805295	-0.0232727042455243	0.0854965938116743	-0.084877711666947	0.236578437716366	0.288998354924891	0.326863324836843	-0.328307398095126	-0.0841688059020744	-0.0514497489034932	0.0818667151302725	-0.151576285625046	0.16409937547577	-0.125656214396005	0.234773891662102
g__Parabacteroides	-0.210076261469596	-0.0672035890369729	-0.111496031622478	0.292473946980349	0.0853146498737711	0.27729677936799	0.0772028304933328	0.126712951867274	0.37666115559275	-0.0799551497424812	-0.0019351770625958	-0.234392759763934	-0.275818800501766	-0.0604692466562708	0.00654035300282389	0.448475632536318	0.161126819112733	0.142262685927283	-0.291994086134758	0.00804562901950379	0.144806986310154	0.515805043727094	-0.017016048698504	0.0993673738731338	0.295633938997062	0.0178763641544729	-0.119739373901842	0.145040129433205	0.00570841136701737	-0.102301622247123	0.147978195151569	-0.149808172960564	-0.0405327442433009	-0.0196691107910152	-0.134796091234537	-0.208519630573423	-0.416581218340339	0.026550719662722	0.0479623434064689	0.131564592541904	0.16817160147207	1	0.0340328307234567	0.0317476427747567	-0.16670336865496	-0.0990760783017245	0.00532522537222269	-0.0886726548800598	-0.156634142713675	-0.241429655617398	-0.0380114426106064	0.463872546963267	0.195844139673798	-0.269298107968339	0.0794420546950788	0.143131896473497	-0.200453520239216	0.226094370907131	0.0299999858357878
g__Paraprevotella	-0.103366742796409	0.0265247936542102	-0.0343814191184964	0.271151923120373	-0.0624405989124476	0.180732366822338	-0.0996944162675339	-0.0273341791439547	-0.0561534976391936	0.0669183712391857	-0.0561486176858217	0.000734022130188947	-0.124691801972611	0.0686397765757826	-0.213552407025707	0.125944809236477	0.0182662766235925	-0.0431667565780607	0.0533909642349876	-0.0781456021552703	-0.0247998781972201	-0.016600318045314	0.223361924572716	0.176474541324314	-0.0899713581377635	0.0229174032631368	-0.127256485560828	0.33395282023587	0.0596236189992779	-0.281884349475873	0.0451205663344751	-0.125103388121535	0.023080334744949	-0.0476126094833966	0.0422165695773365	-0.161184149573952	0.114857691163315	0.196609722175504	0.26242235814252	0.133586046141573	-0.0777084617648078	0.0340328307234567	1	0.284056304745054	-0.13928505166065	-0.0502806687412786	-0.101813109847413	0.11157273688153	-0.240615122277581	0.000416952688910678	-0.131246994969138	-0.000703411246530981	0.00908935725142654	0.0768412208600824	-0.184668108909869	0.171248243635123	-0.29807460768104	-0.22310368210705	0.3175619038257
g__Peptoniphilus	-0.0851596942681226	0.0416825657258983	0.128972817353484	-0.0888454421766265	-0.0799635906082412	-0.0630911342681565	0.0719777898163935	0.202920560765467	-0.176686402173213	0.0869549466879674	-0.444335237099691	-0.149022103245509	-0.125658723784541	0.4142984803838	-0.230139746593923	0.0222822832135285	-0.0343223393797024	-0.0816638667297151	0.0141187696238754	0.049214586381762	-0.151906708444529	0.0181398750433518	-0.106066545973218	-0.0525563864438029	-0.0445770371944424	-0.00213651636201342	0.156828543786548	0.201253682989396	0.0682848855683455	-0.0998969373666186	0.148633919953119	0.0244188153861184	0.0754968259278557	-0.079355093109604	-0.101497581490268	0.0124521754810957	-0.0445198578835421	0.366686676967099	0.218185702055045	0.0790471238467096	0.0502674052920589	0.0317476427747567	0.284056304745054	1	0.127845739193292	0.130572208132051	-0.263763962945069	0.253480815819993	-0.247862213484979	-0.0993446272286265	-0.162210751759867	-0.282014040016341	-0.155260144572384	-0.230761909729144	0.0235993591789743	0.00157708424539859	0.226090740832995	-0.127006255225239	0.532024658639747
g__Peptostreptococcus	0.10234929880229	0.132646451266081	-0.025270196367569	0.0429653467707421	0.00030438977820219	0.0488710990849281	-0.0330903244841791	-0.0824840434561456	-0.0499120008833745	-0.0703966402763628	-0.208034788315373	-0.0292651072642869	0.257955609671298	0.284285141437187	-0.0203567244853077	-0.337939753531227	-0.0603876013620511	-0.261012447248083	0.25352299874421	0.178950701792949	0.116345197756885	-0.129081818886852	-0.000448073298786029	-0.109916793892206	0.0045900654298894	0.0421559500239412	0.637869291106172	-0.221013596464939	-0.0662966238978716	0.143274102152757	-0.225179121321433	-0.163833755817393	0.399293149588501	-0.112726669598864	0.151502177680359	0.362649788947427	0.120266497053495	-0.0969821689863297	-0.189814136708321	0.0692594385974869	-0.261302774805295	-0.16670336865496	-0.13928505166065	0.127845739193292	1	-0.059286336222598	0.168760448584197	0.199556207809151	0.137397005243888	0.00435865479423208	-0.193341093160287	-0.0555627233187987	0.037568028008544	0.188452160806367	-0.130394020614947	-0.0732487529712872	0.162981039868638	0.193403771413248	-0.108604644942311
