ID,logFC,P.Value
g2953,0.3092328329,0.0907468007
g2954,-0.6573245207,0.1313103737
g2955,-0.6311620617,0.1026589906
g2956,-0.8520554139,0.1188027214
g2957,-0.5203775067,0.1327872511
g2958,0.4205682561,0.0978165784
g2959,-0.4714638759,0.0994827159
g2960,-1.2193720797,0.1404551661
g2961,0.4976806047,0.0915401992
g2962,0.4392883465,0.1399680079
g2963,0.4990996147,0.0903118988
g2964,0.2597243836,0.0903104068
g2965,0.3093559623,0.0902392949
g2966,1.7204045611,0.1297238078
g2967,0.3636043606,0.106051229
g2968,-0.415298934,0.122012863
g2969,0.5323611141,0.1047890445
g2970,0.4366741169,0.0903087418
g2971,0.3707910495,0.0939173717
g2972,-0.531558139,0.1189172558
g2973,0.4261590707,0.0975610414
g2974,0.4168519856,0.0908474328
g2975,0.3949270346,0.118827062
g2976,0.5281018641,0.1317976397
g2977,0.6068550014,0.0949403271
g2978,-0.5213833814,0.1468612736
g2979,0.4439771243,0.0951910787
g2980,-0.7338555464,0.1046208884
g2981,-0.6067871725,0.1361205763
g2982,0.3191348861,0.0979906746
g2983,-0.5273712431,0.091982195
g2984,-0.5640153292,0.1376761287
g2985,-0.5449897244,0.1099913182
g2986,0.6490812772,0.0908777415
g2987,0.3753522984,0.0933167298
g2988,0.5156470713,0.1411983127
g2989,-0.7198677944,0.1325715181
g2990,-0.4317266155,0.1429140042
g2991,0.5200793408,0.1057458513
g2992,0.3787996997,0.0922043176
g2993,-0.4932400538,0.1181384354
g2994,-0.6334591304,0.1265857334
g2995,-0.3266237533,0.1174004228
g2996,-0.2666073105,0.0938069612
g2997,0.6978329112,0.149052647
g2998,-1.0744553538,0.1002026763
g2999,0.3291245585,0.0922282175
g3000,-0.8516237445,0.1146354674
g3001,-0.3018648565,0.0980508881
g3002,-0.4602089953,0.1146273347
g3003,0.4163795589,0.0918732282
g3004,-0.6591982907,0.1423037626
g3005,-0.2804322846,0.09376515
g3006,-0.5052967598,0.0969053438
g3007,0.4594923289,0.0951065837
g3008,-0.5922634155,0.1241017798
g3009,-0.437016604,0.1015993969
g3010,0.5392354011,0.0922192958
g3011,-0.2924049478,0.0927595773
g3012,-0.4569639744,0.1184668557
g3013,0.735503445,0.0925003605
g3014,0.330443958,0.0950267662
g3015,0.6126445478,0.1501318239
g3016,-0.6395405229,0.0945192827
g3017,-0.3044827892,0.0932622673
g3018,-0.6430320337,0.1049831064
g3019,0.4919274653,0.0948468334
g3020,0.5206408904,0.0931247276
g3021,-0.5577234231,0.1260116103
g3022,-0.6251959017,0.1317572382
g3023,-0.4576955395,0.1048081188
g3024,-0.9095581275,0.1016610532
g3025,0.6005090548,0.1090365343
g3026,-0.5871471785,0.1178867978
g3027,0.4577861502,0.1095535557
g3028,-0.4180753929,0.1052591448
g3029,-0.4726235259,0.094401738
g3030,-0.5666424396,0.1241211311
g3031,-0.3966376183,0.127745784
g3032,-0.6809967026,0.1437719629
g3033,0.9181709863,0.1079871137
g3034,0.320172204,0.0937291022
g3035,0.4484509293,0.0993662232
g3036,0.6310670013,0.1257849193
g3037,-0.5722562529,0.140147372
g3038,-1.411561253,0.1022666234
g3039,0.3150324934,0.0936682954
g3040,-0.5248177009,0.1394747432
g3041,1.0013614263,0.1286996383
g3042,-2.1629180004,0.1074343449
g3043,0.6703619796,0.142946056
g3044,-0.4732129097,0.1044961011
g3045,-0.567876643,0.09625036
g3046,0.4917505975,0.1264982321
g3047,0.5939571483,0.0997493518
g3048,0.4175427305,0.1145106375
g3049,-0.4535938434,0.1301266845
g3050,-0.4058877519,0.1388589914
g3051,-0.8755515215,0.1305017269
g3052,0.4629898447,0.1057319581
g3053,-0.6634390872,0.1349816243
g3054,-1.749578591,0.1048557695
g3055,-0.3524451825,0.0993500626
g3056,0.2991793104,0.0992077281
g3057,0.6699147573,0.1008614338
g3058,-0.6052351,0.1454461818
g3059,-0.8091724619,0.1364743943
g3060,-0.3790712057,0.1050746367
g3061,1.8117886447,0.1441959285
g3062,-0.4798060469,0.1366690526
g3063,0.5026717895,0.0947723429
g3064,-0.4017146013,0.0995208478
g3065,-0.6370588826,0.1427243798
g3066,0.3839628437,0.1094002016
g3067,-1.5307391508,0.0989022096
g3068,-0.6314334158,0.154854741
g3069,-0.3239457322,0.0986038612
g3070,-0.4266471171,0.130728255
g3071,-0.2813592918,0.1035479383
g3072,0.4924113097,0.1140299077
g3073,-0.8775269723,0.0984258611
g3074,-0.2792731613,0.0970237245
g3075,0.7036865973,0.1262044539
g3076,0.5093214325,0.1358937252
g3077,0.6896425582,0.1060376448
g3078,0.2688291124,0.0957983027
g3079,-0.6242417921,0.149518555
g3080,1.1407135155,0.1113601292
g3081,0.6376796665,0.1044817638
g3082,-0.4501561743,0.1063840874
g3083,-0.3538645121,0.1113120903
g3084,1.2276160015,0.1483122062
g3085,0.6183885326,0.1643979026
g3086,-0.4208146983,0.1441845371
g3087,0.4270564907,0.1175522957
g3088,-0.425949673,0.1413693966
g3089,-0.3842521764,0.1214462218
g3090,-0.5045633135,0.1347005262
g3091,-0.4522133556,0.1475529763
g3092,-0.59047541,0.1488667272
g3093,0.3442740971,0.1307851521
g3094,-0.3744740437,0.134748724
g3095,-0.4991830357,0.1034665617
g3096,-0.5911836585,0.1155079357
g3097,0.5149663863,0.1028925491
g3098,0.4922681346,0.0965518575
g3099,-0.7521955541,0.1241009728
g3100,-0.3406577619,0.0976238087
g3101,0.3783271321,0.1021756494
g3102,-0.2916550144,0.0981997225
g3103,1.0094703644,0.1237652546
g3104,-0.6474832304,0.1049632473
g3105,0.5219788755,0.1397950536
g3106,0.5987898336,0.1004992595
g3107,-0.480919614,0.1473897617
g3108,-0.5585470823,0.1449759696
g3109,0.8484971657,0.1074348447
g3110,0.2829605215,0.0980616057
g3111,0.5988231508,0.0989388499
g3112,-0.5918062408,0.1379571658
g3113,0.2673650736,0.1014548557
g3114,-0.4946350071,0.1128464205
g3115,0.7197019535,0.1471060939
g3116,-0.6635955174,0.1372058435
g3117,-0.4396838316,0.0981640278
g3118,0.7076107532,0.1687957895
g3119,0.4577182903,0.1225166174
g3120,-0.6386280261,0.1419871853
g3121,-0.3769269469,0.1436047838
g3122,-0.4940190127,0.1127865412
g3123,0.2868451076,0.0975350065
g3124,0.3381981841,0.1028315484
g3125,-0.5613558429,0.1028092848
g3126,0.3989106143,0.098528862
g3127,-0.4624333985,0.1460381068
g3128,0.6588458554,0.1487016084
g3129,0.4296542017,0.0984729026
g3130,0.3974577427,0.1030895115
g3131,0.4416571333,0.0976893622
g3132,-0.645851706,0.1059241998
g3133,-0.6245307454,0.1031251221
g3134,-0.7701501163,0.1545939726
g3135,1.0935036704,0.1227699495
g3136,-0.340887795,0.1014342381
g3137,-0.51199379,0.1158190479
g3138,0.9474672907,0.1115679662
g3139,-0.4031733718,0.1303919352
g3140,0.4035809893,0.0998191992
g3141,0.2815811014,0.1061332565
g3142,-0.5458509468,0.1570789986
g3143,0.5195982423,0.1015236553
g3144,-0.4609909443,0.1216614675
g3145,0.2592806987,0.1013683375
g3146,0.3751361909,0.1010806744
g3147,-0.597470133,0.1297540176
g3148,0.2796747041,0.1113369396
g3149,-0.3436897877,0.1082990018
g3150,-0.5789046977,0.1234373601
g3151,-0.501975247,0.1447071935
g3152,-0.6726948662,0.1343419147
g3153,0.2600416784,0.1023507527
g3154,-0.4542018228,0.1250124606
g3155,0.4761582009,0.1533295071
g3156,0.3505907724,0.1183467741
g3157,-1.3333693424,0.1023890586
g3158,-0.5708532157,0.1565843157
g3159,0.605149065,0.150412879
g3160,0.3876254455,0.1006064598
g3161,-0.300790434,0.1071069798
g3162,-0.7786062986,0.1144464968
g3163,0.511454789,0.1017800984
g3164,0.4372725591,0.1483806344
g3165,0.339165858,0.1005430781
g3166,0.4687011185,0.1522842182
g3167,-0.7655785174,0.1417946515
g3168,-0.4396311635,0.1478457079
g3169,-0.6502197699,0.1601769085
g3170,-1.0404662806,0.1336050762
g3171,-0.5696531407,0.1025059512
g3172,-0.4872849485,0.1465778282
g3173,-0.3079030872,0.1096741363
g3174,-0.6023332092,0.1671468633
g3175,0.2783575223,0.1020281608
g3176,-0.3862040013,0.1443157349
g3177,-0.4346548273,0.1491759515
g3178,0.5471708438,0.1562617457
g3179,-0.3473623072,0.1038746341
g3180,-0.5264104596,0.1420865615
g3181,-0.5113092787,0.117463536
g3182,-0.395325601,0.1077787548
g3183,-0.4048894695,0.1014927933
g3184,0.2711503538,0.100940678
g3185,0.3785735368,0.100574066
g3186,0.3322039975,0.1019258174
g3187,-0.5724975873,0.1554617467
g3188,-0.3195642495,0.1013400755
g3189,-0.4672940723,0.1121231155
g3190,0.5547226822,0.144739535
g3191,-0.5684253819,0.1388519516
g3192,0.6153296312,0.1091234586
g3193,-0.7464632428,0.1395409369
g3194,-0.5974773916,0.1144108353
g3195,0.5364847374,0.1008001624
g3196,0.5050701341,0.1578856548
g3197,0.8490784533,0.1609723608
g3198,-0.7640291746,0.1547210195
g3199,-0.6800978981,0.1571645333
g3200,-0.5101521419,0.1638948199
g3201,-0.7299757208,0.1652838357
g3202,0.6327653186,0.1595917899
g3203,-0.4411608087,0.1040956037
g3204,0.3132886273,0.1014264891
g3205,0.7708794942,0.101138741
g3206,-0.5635314324,0.1542544821
g3207,-0.7274919097,0.1048053358
g3208,0.8579713958,0.1093296422
g3209,-0.7123200613,0.1032203807
g3210,-0.4864535012,0.1258492087
g3211,-0.4451824915,0.1030875573
g3212,0.3962087124,0.1082639927
g3213,0.7004507125,0.1018327139
g3214,0.544409107,0.1057977651
g3215,0.7930933409,0.1534840125
g3216,-0.5373028502,0.1286223611
g3217,-0.5184943563,0.1178794392
g3218,0.7582809119,0.1025140529
g3219,-0.4502334925,0.162598756
g3220,-0.4007265046,0.1229323809
g3221,-0.3669974434,0.1125675362
g3222,0.7000473656,0.1616534063
g3223,-0.2872284579,0.1126888582
g3224,0.3135514115,0.1134698705
g3225,0.5437196809,0.1132833819
g3226,1.1872669521,0.1048781821
g3227,0.9121054614,0.1623507095
g3228,1.6862363351,0.103973544
g3229,-0.454557788,0.1572245158
g3230,0.4196517865,0.1569516531
g3231,-0.4928018882,0.1093891078
g3232,0.3339026131,0.1034187395
g3233,0.4466221867,0.1454794963
g3234,0.3822212571,0.1032324972
g3235,-0.7774929796,0.1630304473
g3236,-0.3129469527,0.1060532425
g3237,0.3562472487,0.1134508672
g3238,-0.6636653225,0.1685666719
g3239,-0.7347207192,0.1517871012
g3240,0.3296367272,0.1231411347
g3241,-0.3202769587,0.1041464521
g3242,0.4020096653,0.1136456342
g3243,0.303809375,0.1341912744
g3244,0.2882974679,0.1044053622
g3245,0.540316924,0.1753983833
g3246,-0.4896331916,0.1068975718
g3247,-0.58126352,0.1791354487
g3248,0.8613488376,0.1058840495
g3249,1.4884205412,0.133247258
g3250,-0.3024898247,0.1279815031
g3251,0.4545138657,0.1044065878
g3252,0.2873820014,0.1036852822
g3253,-0.475671991,0.1544061968
g3254,-0.3082805301,0.1046136201
g3255,0.6252497657,0.1700898598
g3256,0.5214703542,0.105439199
g3257,-0.5362462765,0.1723488678
g3258,0.3557456401,0.1208413763
g3259,0.5532914577,0.1136921067
g3260,0.6323455403,0.1051358184
g3261,1.0995173363,0.1145709461
g3262,-0.5621628011,0.1491583905
g3263,-0.3552584175,0.1323791517
g3264,-0.6918382279,0.1522098162
g3265,-0.5800425165,0.1549813127
g3266,0.3719558842,0.1066009547
g3267,-0.4936740831,0.1518136292
g3268,-0.2853294819,0.1061238968
g3269,0.2927491359,0.1111483576
g3270,-0.4677872946,0.1312751369
g3271,0.645083781,0.1787377853
g3272,-0.6096200021,0.1197973457
g3273,-0.4486900609,0.1084864847
g3274,0.3176949115,0.1052079225
g3275,0.2387007013,0.1051917857
g3276,-0.4417888899,0.1362366559
g3277,0.3943568572,0.1056579652
g3278,-0.5925229024,0.1347644576
g3279,0.3829553855,0.105736095
g3280,0.5783951907,0.1788791686
g3281,-0.6760743515,0.1386093155
g3282,-0.4314724767,0.1239659828
g3283,-0.3146620828,0.1229451429
g3284,0.8329361033,0.172081826
g3285,0.5453715126,0.1055840296
g3286,-0.3110683765,0.1074966725
g3287,0.3735721592,0.1581956096
g3288,0.29328699,0.123006245
g3289,-1.2339832291,0.1128743898
g3290,0.3743563498,0.1057169603
g3291,-0.4753811192,0.1610666821
g3292,0.3721025461,0.1068950839
g3293,-0.491925846,0.1626235423
g3294,-0.2928117495,0.1217109454
g3295,-0.6163076659,0.164613417
g3296,-0.6504277853,0.1631095113
g3297,-0.2808750552,0.113866131
g3298,1.0522657947,0.1171254515
g3299,-0.3813455841,0.1501200425
g3300,-0.3210328554,0.1121147061
g3301,0.3879891851,0.1267156175
g3302,-1.1388191194,0.1397382735
g3303,-0.3952265068,0.1470206206
g3304,-0.3862353484,0.1566253556
g3305,0.3595008892,0.1103163712
g3306,-0.4338128793,0.1111467867
g3307,-0.4334994543,0.1540544023
g3308,0.456877173,0.1162786013
g3309,-0.5937464638,0.1092607164
g3310,0.2491539452,0.1125413881
g3311,0.5607202205,0.147253735
g3312,0.4436855582,0.1242263574
g3313,-0.4479681947,0.1695700508
g3314,0.3165309977,0.1238900864
g3315,0.326959619,0.1201755447
g3316,-0.5045079203,0.1604278345
g3317,0.3058254623,0.1068959675
g3318,-0.3888092458,0.1172062922
g3319,-0.5714303434,0.1822035116
g3320,-0.359573218,0.1240395942
g3321,0.5566101296,0.161595885
g3322,-0.3517955107,0.1154889468
g3323,0.5162782656,0.1792433815
g3324,-0.5192076353,0.1484395904
g3325,-0.62928488,0.1572323413
g3326,-1.2666830293,0.140502164
g3327,0.5870470147,0.1746493192
g3328,-0.4092813388,0.1239225432
g3329,-0.4653086253,0.1815272767
g3330,-0.6693817543,0.1482530684
g3331,0.3703539596,0.1109140343
g3332,-0.4710975484,0.1615806242
g3333,0.5055104691,0.1646177213
g3334,-0.4721877661,0.1755093949
g3335,-0.4452530756,0.1084902646
g3336,-0.3372409569,0.152310691
g3337,-0.5385202036,0.1704665451
g3338,1.0341703092,0.1201046581
g3339,1.588917923,0.116883396
g3340,-0.6815949211,0.1257043486
g3341,0.5026396879,0.1093159603
g3342,-0.6058883796,0.1442577416
g3343,-0.3957527085,0.1357988632
g3344,-0.5799391039,0.1499492142
g3345,0.6846939091,0.1075224474
g3346,-0.3955357469,0.1630442581
g3347,-0.3429400388,0.108489477
g3348,-0.4627597662,0.1087801274
g3349,-0.4931964678,0.1434731404
g3350,-0.4910597824,0.1179414517
g3351,-0.5957061983,0.1102311743
g3352,-0.3700936773,0.1087409048
g3353,0.3261351812,0.108837559
g3354,-1.1072693982,0.1167835894
g3355,-0.3546036607,0.1099683121
g3356,0.3019354204,0.1119597642
g3357,-0.4326989985,0.1196922575
g3358,-0.4750738818,0.1293883484
g3359,-0.3529739922,0.1136905766
g3360,-0.6060637925,0.1622993958
g3361,-0.4969299669,0.1105798324
g3362,-0.5192652856,0.1668180846
g3363,-0.6875844505,0.1783205322
g3364,0.2413693252,0.1091396331
g3365,-0.3240448589,0.1101094014
g3366,0.331386526,0.1085016029
g3367,0.3200337643,0.1120079921
g3368,0.5487618961,0.1266658928
g3369,-0.674722939,0.1387340614
g3370,-0.5048169182,0.153740431
g3371,0.4352352475,0.1128072215
g3372,-0.4522072715,0.1622631296
g3373,0.4365233561,0.1095657969
g3374,0.2585145006,0.118311212
g3375,0.4391313692,0.108838853
g3376,0.3271925617,0.1098623613
g3377,-0.4471547009,0.1126171137
g3378,-0.4637089575,0.1857264746
g3379,0.4614816629,0.1175176177
g3380,1.0425730565,0.1112622347
g3381,-0.2896930002,0.1441599309
g3382,-0.4540512128,0.1760397298
g3383,0.9096394492,0.1404353447
g3384,-0.5099151699,0.1694502495
g3385,-0.5377851029,0.1110400122
g3386,-0.3871717346,0.1103974554
g3387,-0.3763834466,0.1165660604
g3388,-0.4805265373,0.1238499882
g3389,-0.5047835892,0.1612363831
g3390,-0.8431977357,0.1276466786
g3391,-0.5094660211,0.1623426195
g3392,-0.4214052099,0.1163817874
g3393,-0.8002790958,0.113060657
g3394,-0.4376369416,0.1743076529
g3395,-0.4408166973,0.1345165934
g3396,-0.4086238129,0.1257150324
g3397,-0.643303979,0.1805515913
g3398,0.5360983429,0.1641177566
g3399,0.3704701509,0.1344500335
g3400,-1.0974815684,0.1336889885
g3401,0.4601318503,0.1168800436
g3402,-0.8752751016,0.156605737
g3403,-0.5651611717,0.1557221228
g3404,0.7719457156,0.1254690875
g3405,-0.3053545715,0.135773193
g3406,-0.9490419376,0.1337761211
g3407,0.7446370268,0.1526961439
g3408,-0.4910027865,0.1208005353
g3409,0.3212673222,0.1107096496
g3410,1.2985054285,0.1228108224
g3411,-0.4563175571,0.1781729214
g3412,-0.5819247663,0.170974274
g3413,-0.5485383929,0.1747461795
g3414,0.4067018395,0.1113009261
g3415,-0.8080166387,0.1394172096
g3416,0.6958768848,0.1475363335
g3417,-0.6578928,0.1264526494
g3418,-0.4093625249,0.1119068713
g3419,-0.4423393403,0.1634857355
g3420,0.373657159,0.1164403381
g3421,0.3018928636,0.1139194306
g3422,-0.4458427098,0.1795418319
g3423,0.3926156059,0.1130158548
g3424,0.5919946046,0.173838758
g3425,0.3465243111,0.1117196189
g3426,0.9750143419,0.1172573514
g3427,-0.4343041056,0.1263815164
g3428,-0.2437975875,0.1232679974
g3429,-0.3870856894,0.1256676178
g3430,-0.4023026742,0.1335129027
g3431,-1.0539039227,0.1558832024
g3432,0.3932430716,0.1401313076
g3433,-0.3319636851,0.1203081852
g3434,-0.7531332168,0.1171214305
g3435,-0.3307806695,0.1353222643
g3436,-0.4387446405,0.1251859495
g3437,0.5110596836,0.1194139334
g3438,0.2973595576,0.1135531328
g3439,-0.4663243492,0.1847884632
g3440,1.3418797794,0.1193196116
g3441,-1.1572722433,0.1224154773
g3442,0.3211013619,0.1165614432
g3443,1.1323642747,0.1279671892
g3444,0.3722199647,0.1597966094
g3445,0.5584952075,0.128212652
g3446,-0.8374950553,0.1197439078
g3447,0.3269793188,0.1119654644
g3448,0.3525017229,0.1184312901
g3449,0.5879649902,0.1947552076
g3450,-0.7206585457,0.1169217004
g3451,0.3137357797,0.124597516
g3452,-0.4790696171,0.1132137744
g3453,-0.3271829521,0.1241050223
g3454,0.5157454672,0.1230478935
g3455,-0.4629453707,0.1374888512
g3456,-0.4176274505,0.1593852361
g3457,1.1602004506,0.114191575
g3458,-0.3726201048,0.1601743611
g3459,0.292911472,0.1127216154
g3460,-0.3848644934,0.165740181
g3461,-0.390280589,0.1255896082
g3462,-0.6114260324,0.1449268765
g3463,-0.6189036094,0.1685316626
g3464,0.6173642729,0.1299651848
g3465,0.9277674783,0.1150264675
g3466,-0.3496815532,0.1561207635
g3467,-0.3697648453,0.1193932762
g3468,0.4951782092,0.1856090051
g3469,0.3759621855,0.1151537991
g3470,-0.3427408582,0.1499633102
g3471,0.4942841032,0.14178978
g3472,-0.2827276674,0.1148596694
g3473,-0.7147786062,0.1550421661
g3474,0.3158829707,0.1149657021
g3475,-0.3948433745,0.1573307067
g3476,-0.5084749316,0.1742123903
g3477,0.7352708939,0.1631274909
g3478,0.6349489875,0.117357541
g3479,0.3899506169,0.1339989587
g3480,-0.77171052,0.1559622037
g3481,-0.9594558481,0.1482586421
g3482,-0.5709888125,0.1439522801
g3483,-0.359797067,0.1225648839
g3484,0.3677822741,0.1133784716
g3485,0.4143063723,0.1171849942
g3486,0.5508596272,0.1230710927
g3487,-0.3349849526,0.1171217662
g3488,-0.4916090797,0.1565940832
g3489,-0.3326035374,0.1439353272
g3490,0.2730801781,0.1202072624
g3491,0.4085939465,0.16226442
g3492,-0.4924636023,0.1392105977
g3493,-0.5228349974,0.1734106068
g3494,-0.4841069985,0.1340110733
g3495,0.4332075229,0.1187260297
g3496,-0.2991720761,0.1147671429
g3497,-0.4346891507,0.1255246768
g3498,0.481539975,0.1542559381
g3499,-0.2820795249,0.1426316351
g3500,0.3828893069,0.1168234644
g3501,0.67553817,0.1176343751
g3502,-0.3938390982,0.1571913411
g3503,0.4025126575,0.1156743489
g3504,0.6257969564,0.1140627878
g3505,-0.5000597241,0.1862954402
g3506,-0.4877866545,0.1215360203
g3507,-0.3114322938,0.1305359614
g3508,0.3556815096,0.1256740748
g3509,-0.2353233083,0.1219812082
g3510,-0.5824873208,0.1183120395
g3511,-0.683229415,0.1248458711
g3512,-0.5610270519,0.1293727806
g3513,-0.3632915915,0.1906708308
g3514,-0.380494808,0.1556625309
g3515,-0.4114188662,0.1719233374
g3516,0.3524794825,0.1480853308
g3517,0.5185810933,0.1499896984
g3518,0.4864836081,0.1938894234
g3519,-0.5561952868,0.1459976666
g3520,0.2612414666,0.115377836
g3521,-0.5186282981,0.1907760945
g3522,0.4507490439,0.1973208957
g3523,-0.4778122817,0.1300710773
g3524,-0.5922989134,0.1377649113
g3525,-0.8773341369,0.1470450176
g3526,0.3354011349,0.1173537087
g3527,0.6290992963,0.1842734848
g3528,-0.5519369347,0.1299292678
g3529,-0.3129964188,0.1279610947
g3530,-0.5934216175,0.177125279
g3531,-0.3225379412,0.1176265995
g3532,0.4871884084,0.1159922927
g3533,-0.777221162,0.1611999778
g3534,-0.6587536674,0.1899524072
g3535,-0.4695018859,0.1774774628
g3536,0.8046514506,0.2056019743
g3537,-0.3182063007,0.1171917225
g3538,1.405515791,0.1213424068
g3539,-0.5929280628,0.2019693546
g3540,0.4414804199,0.1178612847
g3541,0.697093904,0.208582618
g3542,-0.3755482313,0.1759340941
g3543,-0.3773144929,0.1583878174
g3544,0.408109314,0.1617665521
g3545,-0.3703376039,0.1272249749
g3546,-0.3521246751,0.1431372585
g3547,-0.5741727151,0.1263858397
g3548,0.2894409274,0.1161422497
g3549,-0.5496331973,0.1625817344
g3550,-0.419223015,0.1312261516
g3551,-0.2843862754,0.1315514475
g3552,-0.669168558,0.1927189319
g3553,-0.2845483027,0.1229806138
g3554,-0.2907105624,0.1251882731
g3555,-0.4130001163,0.1871237512
g3556,0.522883828,0.1238596395
g3557,-0.3122607695,0.130177204
g3558,0.8626316126,0.1166859482
g3559,0.2569046848,0.1212159501
g3560,-0.7228432322,0.1768798724
g3561,-0.4575215633,0.2010608177
g3562,0.391937213,0.1600668377
g3563,0.6713389236,0.1294777794
g3564,-0.6043227162,0.1472821238
g3565,-1.1663866516,0.1385930235
g3566,-0.5496636186,0.1495163723
g3567,-1.4886068758,0.1501245064
g3568,1.4701871645,0.16903829
g3569,0.3162456524,0.1198182257
g3570,-0.6061336771,0.174929488
g3571,0.4202708318,0.2009827387
g3572,-0.6060518657,0.1700654879
g3573,-0.3460155549,0.1802786256
g3574,0.4720217072,0.1663916087
g3575,-0.6520359117,0.165872671
g3576,0.3723285468,0.1210982488
g3577,0.5698616993,0.1251066883
g3578,1.0356203484,0.1479549901
g3579,0.2815580523,0.1212661993
g3580,-0.3617743109,0.1311986845
g3581,0.6372815244,0.1176244626
g3582,0.3692893384,0.1253569382
